#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   709    0.17764E+04   -0.10266E+03    0.21847E-04   -0.10266E+03    0.35602E+02   -0.11125E-05    0.21847E-04   -0.11125E-05    0.91170E-08
   710    0.17821E+04   -0.10394E+03    0.21850E-04   -0.10394E+03    0.35486E+02   -0.11097E-05    0.21850E-04   -0.11097E-05    0.90935E-08
   711    0.17879E+04   -0.10520E+03    0.21852E-04   -0.10520E+03    0.35365E+02   -0.11069E-05    0.21852E-04   -0.11069E-05    0.90700E-08
   712    0.17939E+04   -0.10644E+03    0.21854E-04   -0.10644E+03    0.35239E+02   -0.11039E-05    0.21854E-04   -0.11039E-05    0.90466E-08
   713    0.18001E+04   -0.10765E+03    0.21856E-04   -0.10765E+03    0.35108E+02   -0.11008E-05    0.21856E-04   -0.11008E-05    0.90233E-08
   714    0.18062E+04   -0.10884E+03    0.21856E-04   -0.10884E+03    0.34971E+02   -0.10976E-05    0.21856E-04   -0.10976E-05    0.90001E-08
   715    0.18126E+04   -0.11000E+03    0.21856E-04   -0.11000E+03    0.34829E+02   -0.10943E-05    0.21856E-04   -0.10943E-05    0.89770E-08
   716    0.18191E+04   -0.11114E+03    0.21856E-04   -0.11114E+03    0.34682E+02   -0.10909E-05    0.21856E-04   -0.10909E-05    0.89540E-08
   717    0.18256E+04   -0.11224E+03    0.21855E-04   -0.11224E+03    0.34530E+02   -0.10874E-05    0.21855E-04   -0.10874E-05    0.89310E-08
   718    0.18323E+04   -0.11333E+03    0.21853E-04   -0.11333E+03    0.34374E+02   -0.10837E-05    0.21853E-04   -0.10837E-05    0.89082E-08
   719    0.18391E+04   -0.11438E+03    0.21851E-04   -0.11438E+03    0.34210E+02   -0.10800E-05    0.21851E-04   -0.10800E-05    0.88854E-08
   720    0.18459E+04   -0.11542E+03    0.21848E-04   -0.11542E+03    0.34043E+02   -0.10761E-05    0.21848E-04   -0.10761E-05    0.88627E-08
   721    0.18531E+04   -0.11641E+03    0.21845E-04   -0.11641E+03    0.33873E+02   -0.10722E-05    0.21845E-04   -0.10722E-05    0.88401E-08
   722    0.18601E+04   -0.11737E+03    0.21840E-04   -0.11737E+03    0.33696E+02   -0.10681E-05    0.21840E-04   -0.10681E-05    0.88176E-08
   723    0.18673E+04   -0.11831E+03    0.21835E-04   -0.11831E+03    0.33516E+02   -0.10639E-05    0.21835E-04   -0.10639E-05    0.87951E-08
   724    0.18746E+04   -0.11923E+03    0.21830E-04   -0.11923E+03    0.33331E+02   -0.10596E-05    0.21830E-04   -0.10596E-05    0.87728E-08
   725    0.18820E+04   -0.12011E+03    0.21824E-04   -0.12011E+03    0.33142E+02   -0.10552E-05    0.21824E-04   -0.10552E-05    0.87505E-08
   726    0.18895E+04   -0.12095E+03    0.21817E-04   -0.12095E+03    0.32950E+02   -0.10507E-05    0.21817E-04   -0.10507E-05    0.87283E-08
   727    0.18970E+04   -0.12177E+03    0.21810E-04   -0.12177E+03    0.32752E+02   -0.10461E-05    0.21810E-04   -0.10461E-05    0.87062E-08
   728    0.19046E+04   -0.12256E+03    0.21801E-04   -0.12256E+03    0.32549E+02   -0.10414E-05    0.21801E-04   -0.10414E-05    0.86841E-08
   729    0.19123E+04   -0.12332E+03    0.21792E-04   -0.12332E+03    0.32343E+02   -0.10366E-05    0.21792E-04   -0.10366E-05    0.86622E-08
   730    0.19200E+04   -0.12404E+03    0.21783E-04   -0.12404E+03    0.32133E+02   -0.10317E-05    0.21783E-04   -0.10317E-05    0.86403E-08
   731    0.19280E+04   -0.12473E+03    0.21773E-04   -0.12473E+03    0.31918E+02   -0.10267E-05    0.21773E-04   -0.10267E-05    0.86185E-08
   732    0.19358E+04   -0.12538E+03    0.21762E-04   -0.12538E+03    0.31702E+02   -0.10216E-05    0.21762E-04   -0.10216E-05    0.85968E-08
   733    0.19438E+04   -0.12601E+03    0.21750E-04   -0.12601E+03    0.31480E+02   -0.10163E-05    0.21750E-04   -0.10163E-05    0.85751E-08
   734    0.19519E+04   -0.12659E+03    0.21738E-04   -0.12659E+03    0.31256E+02   -0.10110E-05    0.21738E-04   -0.10110E-05    0.85536E-08
   735    0.19600E+04   -0.12716E+03    0.21724E-04   -0.12716E+03    0.31027E+02   -0.10056E-05    0.21724E-04   -0.10056E-05    0.85321E-08
   736    0.19680E+04   -0.12768E+03    0.21711E-04   -0.12768E+03    0.30795E+02   -0.10001E-05    0.21711E-04   -0.10001E-05    0.85107E-08
   737    0.19762E+04   -0.12818E+03    0.21696E-04   -0.12818E+03    0.30560E+02   -0.99454E-06    0.21696E-04   -0.99454E-06    0.84893E-08
   738    0.19843E+04   -0.12862E+03    0.21681E-04   -0.12862E+03    0.30323E+02   -0.98885E-06    0.21681E-04   -0.98885E-06    0.84681E-08
   739    0.19925E+04   -0.12904E+03    0.21665E-04   -0.12904E+03    0.30082E+02   -0.98306E-06    0.21665E-04   -0.98306E-06    0.84469E-08
   740    0.20008E+04   -0.12943E+03    0.21648E-04   -0.12943E+03    0.29838E+02   -0.97718E-06    0.21648E-04   -0.97718E-06    0.84258E-08
   741    0.20091E+04   -0.12978E+03    0.21630E-04   -0.12978E+03    0.29590E+02   -0.97121E-06    0.21630E-04   -0.97121E-06    0.84048E-08
   742    0.20174E+04   -0.13009E+03    0.21612E-04   -0.13009E+03    0.29342E+02   -0.96514E-06    0.21612E-04   -0.96514E-06    0.83838E-08
   743    0.20257E+04   -0.13038E+03    0.21593E-04   -0.13038E+03    0.29091E+02   -0.95899E-06    0.21593E-04   -0.95899E-06    0.83629E-08
   744    0.20341E+04   -0.13062E+03    0.21573E-04   -0.13062E+03    0.28837E+02   -0.95274E-06    0.21573E-04   -0.95274E-06    0.83421E-08
   745    0.20425E+04   -0.13084E+03    0.21552E-04   -0.13084E+03    0.28581E+02   -0.94641E-06    0.21552E-04   -0.94641E-06    0.83214E-08
   746    0.20507E+04   -0.13100E+03    0.21531E-04   -0.13100E+03    0.28323E+02   -0.93998E-06    0.21531E-04   -0.93998E-06    0.83007E-08
   747    0.20590E+04   -0.13114E+03    0.21508E-04   -0.13114E+03    0.28062E+02   -0.93347E-06    0.21508E-04   -0.93347E-06    0.82801E-08
   748    0.20674E+04   -0.13124E+03    0.21485E-04   -0.13124E+03    0.27800E+02   -0.92687E-06    0.21485E-04   -0.92687E-06    0.82596E-08
   749    0.20758E+04   -0.13132E+03    0.21461E-04   -0.13132E+03    0.27534E+02   -0.92019E-06    0.21461E-04   -0.92019E-06    0.82392E-08
   750    0.20841E+04   -0.13135E+03    0.21436E-04   -0.13135E+03    0.27268E+02   -0.91342E-06    0.21436E-04   -0.91342E-06    0.82188E-08
   751    0.20924E+04   -0.13135E+03    0.21411E-04   -0.13135E+03    0.27000E+02   -0.90656E-06    0.21411E-04   -0.90656E-06    0.81985E-08
   752    0.21008E+04   -0.13130E+03    0.21385E-04   -0.13130E+03    0.26731E+02   -0.89962E-06    0.21385E-04   -0.89962E-06    0.81783E-08
   753    0.21090E+04   -0.13123E+03    0.21357E-04   -0.13123E+03    0.26460E+02   -0.89260E-06    0.21357E-04   -0.89260E-06    0.81581E-08
   754    0.21172E+04   -0.13111E+03    0.21329E-04   -0.13111E+03    0.26188E+02   -0.88550E-06    0.21329E-04   -0.88550E-06    0.81380E-08
   755    0.21255E+04   -0.13097E+03    0.21301E-04   -0.13097E+03    0.25915E+02   -0.87832E-06    0.21301E-04   -0.87832E-06    0.81180E-08
   756    0.21336E+04   -0.13079E+03    0.21271E-04   -0.13079E+03    0.25641E+02   -0.87106E-06    0.21271E-04   -0.87106E-06    0.80980E-08
   757    0.21419E+04   -0.13056E+03    0.21241E-04   -0.13056E+03    0.25366E+02   -0.86373E-06    0.21241E-04   -0.86373E-06    0.80782E-08
   758    0.21499E+04   -0.13030E+03    0.21210E-04   -0.13030E+03    0.25090E+02   -0.85633E-06    0.21210E-04   -0.85633E-06    0.80583E-08
   759    0.21580E+04   -0.13001E+03    0.21178E-04   -0.13001E+03    0.24814E+02   -0.84885E-06    0.21178E-04   -0.84885E-06    0.80386E-08
   760    0.21660E+04   -0.12969E+03    0.21145E-04   -0.12969E+03    0.24537E+02   -0.84130E-06    0.21145E-04   -0.84130E-06    0.80189E-08
   761    0.21739E+04   -0.12932E+03    0.21112E-04   -0.12932E+03    0.24260E+02   -0.83368E-06    0.21112E-04   -0.83368E-06    0.79993E-08
   762    0.21819E+04   -0.12893E+03    0.21078E-04   -0.12893E+03    0.23982E+02   -0.82599E-06    0.21078E-04   -0.82599E-06    0.79798E-08
   763    0.21897E+04   -0.12849E+03    0.21043E-04   -0.12849E+03    0.23705E+02   -0.81824E-06    0.21043E-04   -0.81824E-06    0.79603E-08
   764    0.21975E+04   -0.12803E+03    0.21008E-04   -0.12803E+03    0.23428E+02   -0.81043E-06    0.21008E-04   -0.81043E-06    0.79409E-08
   765    0.22052E+04   -0.12752E+03    0.20972E-04   -0.12752E+03    0.23150E+02   -0.80255E-06    0.20972E-04   -0.80255E-06    0.79216E-08
   766    0.22128E+04   -0.12699E+03    0.20935E-04   -0.12699E+03    0.22873E+02   -0.79461E-06    0.20935E-04   -0.79461E-06    0.79023E-08
   767    0.22204E+04   -0.12642E+03    0.20898E-04   -0.12642E+03    0.22597E+02   -0.78661E-06    0.20898E-04   -0.78661E-06    0.78831E-08
   768    0.22278E+04   -0.12580E+03    0.20860E-04   -0.12580E+03    0.22321E+02   -0.77855E-06    0.20860E-04   -0.77855E-06    0.78639E-08
   769    0.22352E+04   -0.12517E+03    0.20821E-04   -0.12517E+03    0.22045E+02   -0.77044E-06    0.20821E-04   -0.77044E-06    0.78449E-08
   770    0.22425E+04   -0.12449E+03    0.20782E-04   -0.12449E+03    0.21770E+02   -0.76227E-06    0.20782E-04   -0.76227E-06    0.78258E-08
   771    0.22497E+04   -0.12378E+03    0.20742E-04   -0.12378E+03    0.21497E+02   -0.75405E-06    0.20742E-04   -0.75405E-06    0.78069E-08
   772    0.22568E+04   -0.12303E+03    0.20701E-04   -0.12303E+03    0.21224E+02   -0.74577E-06    0.20701E-04   -0.74577E-06    0.77880E-08
   773    0.22638E+04   -0.12225E+03    0.20660E-04   -0.12225E+03    0.20953E+02   -0.73745E-06    0.20660E-04   -0.73745E-06    0.77692E-08
   774    0.22706E+04   -0.12145E+03    0.20618E-04   -0.12145E+03    0.20683E+02   -0.72907E-06    0.20618E-04   -0.72907E-06    0.77504E-08
   775    0.22775E+04   -0.12061E+03    0.20576E-04   -0.12061E+03    0.20414E+02   -0.72065E-06    0.20576E-04   -0.72065E-06    0.77318E-08
   776    0.22841E+04   -0.11974E+03    0.20533E-04   -0.11974E+03    0.20147E+02   -0.71219E-06    0.20533E-04   -0.71219E-06    0.77131E-08
   777    0.22906E+04   -0.11883E+03    0.20489E-04   -0.11883E+03    0.19882E+02   -0.70368E-06    0.20489E-04   -0.70368E-06    0.76946E-08
   778    0.22972E+04   -0.11789E+03    0.20445E-04   -0.11789E+03    0.19618E+02   -0.69513E-06    0.20445E-04   -0.69513E-06    0.76761E-08
   779    0.23035E+04   -0.11692E+03    0.20400E-04   -0.11692E+03    0.19357E+02   -0.68653E-06    0.20400E-04   -0.68653E-06    0.76576E-08
   780    0.23096E+04   -0.11592E+03    0.20355E-04   -0.11592E+03    0.19096E+02   -0.67790E-06    0.20355E-04   -0.67790E-06    0.76393E-08
   781    0.23158E+04   -0.11490E+03    0.20309E-04   -0.11490E+03    0.18839E+02   -0.66923E-06    0.20309E-04   -0.66923E-06    0.76210E-08
   782    0.23217E+04   -0.11385E+03    0.20263E-04   -0.11385E+03    0.18584E+02   -0.66053E-06    0.20263E-04   -0.66053E-06    0.76027E-08
   783    0.23275E+04   -0.11276E+03    0.20216E-04   -0.11276E+03    0.18331E+02   -0.65179E-06    0.20216E-04   -0.65179E-06    0.75845E-08
   784    0.23332E+04   -0.11164E+03    0.20169E-04   -0.11164E+03    0.18081E+02   -0.64302E-06    0.20169E-04   -0.64302E-06    0.75664E-08
   785    0.23387E+04   -0.11050E+03    0.20121E-04   -0.11050E+03    0.17833E+02   -0.63421E-06    0.20121E-04   -0.63421E-06    0.75483E-08
   786    0.23441E+04   -0.10930E+03    0.20073E-04   -0.10930E+03    0.17587E+02   -0.62538E-06    0.20073E-04   -0.62538E-06    0.75303E-08
   787    0.23494E+04   -0.10810E+03    0.20024E-04   -0.10810E+03    0.17345E+02   -0.61652E-06    0.20024E-04   -0.61652E-06    0.75124E-08
   788    0.23544E+04   -0.10686E+03    0.19975E-04   -0.10686E+03    0.17105E+02   -0.60763E-06    0.19975E-04   -0.60763E-06    0.74945E-08
   789    0.23594E+04   -0.10561E+03    0.19926E-04   -0.10561E+03    0.16867E+02   -0.59872E-06    0.19926E-04   -0.59872E-06    0.74767E-08
   790    0.23642E+04   -0.10432E+03    0.19875E-04   -0.10432E+03    0.16635E+02   -0.58978E-06    0.19875E-04   -0.58978E-06    0.74589E-08
   791    0.23689E+04   -0.10300E+03    0.19825E-04   -0.10300E+03    0.16404E+02   -0.58082E-06    0.19825E-04   -0.58082E-06    0.74412E-08
   792    0.23734E+04   -0.10167E+03    0.19774E-04   -0.10167E+03    0.16178E+02   -0.57185E-06    0.19774E-04   -0.57185E-06    0.74235E-08
   793    0.23778E+04   -0.10029E+03    0.19723E-04   -0.10029E+03    0.15956E+02   -0.56285E-06    0.19723E-04   -0.56285E-06    0.74059E-08
   794    0.23819E+04   -0.98906E+02    0.19671E-04   -0.98906E+02    0.15737E+02   -0.55384E-06    0.19671E-04   -0.55384E-06    0.73884E-08
   795    0.23858E+04   -0.97488E+02    0.19619E-04   -0.97488E+02    0.15521E+02   -0.54481E-06    0.19619E-04   -0.54481E-06    0.73709E-08
   796    0.23898E+04   -0.96056E+02    0.19566E-04   -0.96056E+02    0.15310E+02   -0.53576E-06    0.19566E-04   -0.53576E-06    0.73535E-08
   797    0.23934E+04   -0.94593E+02    0.19513E-04   -0.94593E+02    0.15102E+02   -0.52671E-06    0.19513E-04   -0.52671E-06    0.73361E-08
   798    0.23969E+04   -0.93116E+02    0.19460E-04   -0.93116E+02    0.14898E+02   -0.51764E-06    0.19460E-04   -0.51764E-06    0.73188E-08
   799    0.24002E+04   -0.91616E+02    0.19406E-04   -0.91616E+02    0.14699E+02   -0.50857E-06    0.19406E-04   -0.50857E-06    0.73016E-08
   800    0.24034E+04   -0.90093E+02    0.19353E-04   -0.90093E+02    0.14503E+02   -0.49948E-06    0.19353E-04   -0.49948E-06    0.72844E-08
   801    0.24064E+04   -0.88554E+02    0.19298E-04   -0.88554E+02    0.14312E+02   -0.49039E-06    0.19298E-04   -0.49039E-06    0.72673E-08
   802    0.24091E+04   -0.86979E+02    0.19244E-04   -0.86979E+02    0.14125E+02   -0.48130E-06    0.19244E-04   -0.48130E-06    0.72502E-08
   803    0.24118E+04   -0.85402E+02    0.19189E-04   -0.85402E+02    0.13941E+02   -0.47220E-06    0.19189E-04   -0.47220E-06    0.72332E-08
   804    0.24142E+04   -0.83796E+02    0.19133E-04   -0.83796E+02    0.13763E+02   -0.46309E-06    0.19133E-04   -0.46309E-06    0.72162E-08
   805    0.24166E+04   -0.82174E+02    0.19078E-04   -0.82174E+02    0.13589E+02   -0.45399E-06    0.19078E-04   -0.45399E-06    0.71993E-08
   806    0.24187E+04   -0.80537E+02    0.19022E-04   -0.80537E+02    0.13419E+02   -0.44487E-06    0.19022E-04   -0.44487E-06    0.71824E-08
   807    0.24205E+04   -0.78884E+02    0.18966E-04   -0.78884E+02    0.13255E+02   -0.43576E-06    0.18966E-04   -0.43576E-06    0.71656E-08
   808    0.24222E+04   -0.77208E+02    0.18909E-04   -0.77208E+02    0.13096E+02   -0.42664E-06    0.18909E-04   -0.42664E-06    0.71489E-08
   809    0.24237E+04   -0.75524E+02    0.18852E-04   -0.75524E+02    0.12942E+02   -0.41752E-06    0.18852E-04   -0.41752E-06    0.71322E-08
   810    0.24250E+04   -0.73818E+02    0.18795E-04   -0.73818E+02    0.12793E+02   -0.40839E-06    0.18795E-04   -0.40839E-06    0.71155E-08
   811    0.24261E+04   -0.72096E+02    0.18738E-04   -0.72096E+02    0.12648E+02   -0.39927E-06    0.18738E-04   -0.39927E-06    0.70990E-08
   812    0.24270E+04   -0.70364E+02    0.18680E-04   -0.70364E+02    0.12510E+02   -0.39014E-06    0.18680E-04   -0.39014E-06    0.70824E-08
   813    0.24278E+04   -0.68621E+02    0.18623E-04   -0.68621E+02    0.12376E+02   -0.38101E-06    0.18623E-04   -0.38101E-06    0.70659E-08
   814    0.24284E+04   -0.66865E+02    0.18564E-04   -0.66865E+02    0.12247E+02   -0.37189E-06    0.18564E-04   -0.37189E-06    0.70495E-08
   815    0.24288E+04   -0.65097E+02    0.18506E-04   -0.65097E+02    0.12124E+02   -0.36276E-06    0.18506E-04   -0.36276E-06    0.70331E-08
   816    0.24289E+04   -0.63318E+02    0.18447E-04   -0.63318E+02    0.12006E+02   -0.35363E-06    0.18447E-04   -0.35363E-06    0.70168E-08
   817    0.24288E+04   -0.61529E+02    0.18388E-04   -0.61529E+02    0.11894E+02   -0.34451E-06    0.18388E-04   -0.34451E-06    0.70006E-08
   818    0.24287E+04   -0.59729E+02    0.18329E-04   -0.59729E+02    0.11787E+02   -0.33538E-06    0.18329E-04   -0.33538E-06    0.69843E-08
   819    0.24282E+04   -0.57921E+02    0.18270E-04   -0.57921E+02    0.11686E+02   -0.32626E-06    0.18270E-04   -0.32626E-06    0.69682E-08
   820    0.24277E+04   -0.56103E+02    0.18210E-04   -0.56103E+02    0.11590E+02   -0.31714E-06    0.18210E-04   -0.31714E-06    0.69521E-08
   821    0.24268E+04   -0.54280E+02    0.18150E-04   -0.54280E+02    0.11499E+02   -0.30802E-06    0.18150E-04   -0.30802E-06    0.69360E-08
   822    0.24258E+04   -0.52449E+02    0.18090E-04   -0.52449E+02    0.11416E+02   -0.29891E-06    0.18090E-04   -0.29891E-06    0.69200E-08
   823    0.24246E+04   -0.50610E+02    0.18030E-04   -0.50610E+02    0.11337E+02   -0.28979E-06    0.18030E-04   -0.28979E-06    0.69040E-08
   824    0.24231E+04   -0.48766E+02    0.17969E-04   -0.48766E+02    0.11265E+02   -0.28069E-06    0.17969E-04   -0.28069E-06    0.68881E-08
   825    0.24216E+04   -0.46917E+02    0.17909E-04   -0.46917E+02    0.11197E+02   -0.27158E-06    0.17909E-04   -0.27158E-06    0.68723E-08
   826    0.24197E+04   -0.45064E+02    0.17848E-04   -0.45064E+02    0.11137E+02   -0.26249E-06    0.17848E-04   -0.26249E-06    0.68565E-08
   827    0.24176E+04   -0.43208E+02    0.17787E-04   -0.43208E+02    0.11082E+02   -0.25340E-06    0.17787E-04   -0.25340E-06    0.68407E-08
   828    0.24155E+04   -0.41348E+02    0.17725E-04   -0.41348E+02    0.11033E+02   -0.24431E-06    0.17725E-04   -0.24431E-06    0.68250E-08
   829    0.24131E+04   -0.39487E+02    0.17664E-04   -0.39487E+02    0.10991E+02   -0.23523E-06    0.17664E-04   -0.23523E-06    0.68094E-08
   830    0.24105E+04   -0.37626E+02    0.17602E-04   -0.37626E+02    0.10954E+02   -0.22615E-06    0.17602E-04   -0.22615E-06    0.67937E-08
   831    0.24077E+04   -0.35764E+02    0.17540E-04   -0.35764E+02    0.10923E+02   -0.21709E-06    0.17540E-04   -0.21709E-06    0.67782E-08
   832    0.24047E+04   -0.33902E+02    0.17478E-04   -0.33902E+02    0.10898E+02   -0.20803E-06    0.17478E-04   -0.20803E-06    0.67627E-08
   833    0.24015E+04   -0.32040E+02    0.17416E-04   -0.32040E+02    0.10879E+02   -0.19898E-06    0.17416E-04   -0.19898E-06    0.67472E-08
   834    0.23981E+04   -0.30180E+02    0.17354E-04   -0.30180E+02    0.10866E+02   -0.18994E-06    0.17354E-04   -0.18994E-06    0.67318E-08
   835    0.23946E+04   -0.28322E+02    0.17291E-04   -0.28322E+02    0.10860E+02   -0.18090E-06    0.17291E-04   -0.18090E-06    0.67164E-08
   836    0.23907E+04   -0.26467E+02    0.17229E-04   -0.26467E+02    0.10859E+02   -0.17188E-06    0.17229E-04   -0.17188E-06    0.67011E-08
   837    0.23867E+04   -0.24615E+02    0.17166E-04   -0.24615E+02    0.10864E+02   -0.16286E-06    0.17166E-04   -0.16286E-06    0.66859E-08
   838    0.23826E+04   -0.22767E+02    0.17103E-04   -0.22767E+02    0.10876E+02   -0.15386E-06    0.17103E-04   -0.15386E-06    0.66707E-08
   839    0.23781E+04   -0.20923E+02    0.17040E-04   -0.20923E+02    0.10894E+02   -0.14486E-06    0.17040E-04   -0.14486E-06    0.66555E-08
   840    0.23736E+04   -0.19085E+02    0.16977E-04   -0.19085E+02    0.10919E+02   -0.13588E-06    0.16977E-04   -0.13588E-06    0.66404E-08
   841    0.23688E+04   -0.17254E+02    0.16914E-04   -0.17254E+02    0.10949E+02   -0.12691E-06    0.16914E-04   -0.12691E-06    0.66253E-08
   842    0.23638E+04   -0.15427E+02    0.16850E-04   -0.15427E+02    0.10984E+02   -0.11795E-06    0.16850E-04   -0.11795E-06    0.66103E-08
   843    0.23587E+04   -0.13611E+02    0.16787E-04   -0.13611E+02    0.11026E+02   -0.10900E-06    0.16787E-04   -0.10900E-06    0.65953E-08
   844    0.23533E+04   -0.11802E+02    0.16723E-04   -0.11802E+02    0.11075E+02   -0.10007E-06    0.16723E-04   -0.10007E-06    0.65803E-08
   845    0.23478E+04   -0.10002E+02    0.16660E-04   -0.10002E+02    0.11128E+02   -0.91148E-07    0.16660E-04   -0.91148E-07    0.65654E-08
   846    0.23422E+04   -0.82116E+01    0.16596E-04   -0.82116E+01    0.11190E+02   -0.82241E-07    0.16596E-04   -0.82241E-07    0.65506E-08
