#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1655    0.34282E+03   -0.26804E+02    0.18075E-05   -0.26804E+02    0.18960E+02    0.12147E-06    0.18075E-05    0.12147E-06    0.14977E-08
  1656    0.34304E+03   -0.27105E+02    0.18020E-05   -0.27105E+02    0.18860E+02    0.12020E-06    0.18020E-05    0.12020E-06    0.14954E-08
  1657    0.34326E+03   -0.27398E+02    0.17952E-05   -0.27398E+02    0.18759E+02    0.11882E-06    0.17952E-05    0.11882E-06    0.14930E-08
  1658    0.34353E+03   -0.27686E+02    0.17870E-05   -0.27686E+02    0.18655E+02    0.11733E-06    0.17870E-05    0.11733E-06    0.14906E-08
  1659    0.34381E+03   -0.27965E+02    0.17774E-05   -0.27965E+02    0.18549E+02    0.11574E-06    0.17774E-05    0.11574E-06    0.14883E-08
  1660    0.34410E+03   -0.28238E+02    0.17664E-05   -0.28238E+02    0.18443E+02    0.11406E-06    0.17664E-05    0.11406E-06    0.14859E-08
  1661    0.34442E+03   -0.28505E+02    0.17542E-05   -0.28505E+02    0.18335E+02    0.11228E-06    0.17542E-05    0.11228E-06    0.14836E-08
  1662    0.34475E+03   -0.28764E+02    0.17405E-05   -0.28764E+02    0.18225E+02    0.11041E-06    0.17405E-05    0.11041E-06    0.14812E-08
  1663    0.34510E+03   -0.29015E+02    0.17256E-05   -0.29015E+02    0.18115E+02    0.10847E-06    0.17256E-05    0.10847E-06    0.14789E-08
  1664    0.34546E+03   -0.29259E+02    0.17093E-05   -0.29259E+02    0.18002E+02    0.10644E-06    0.17093E-05    0.10644E-06    0.14765E-08
  1665    0.34585E+03   -0.29496E+02    0.16917E-05   -0.29496E+02    0.17888E+02    0.10435E-06    0.16917E-05    0.10435E-06    0.14742E-08
  1666    0.34625E+03   -0.29727E+02    0.16728E-05   -0.29727E+02    0.17772E+02    0.10218E-06    0.16728E-05    0.10218E-06    0.14719E-08
  1667    0.34666E+03   -0.29949E+02    0.16526E-05   -0.29949E+02    0.17656E+02    0.99957E-07    0.16526E-05    0.99957E-07    0.14695E-08
  1668    0.34710E+03   -0.30164E+02    0.16312E-05   -0.30164E+02    0.17538E+02    0.97673E-07    0.16312E-05    0.97673E-07    0.14672E-08
  1669    0.34754E+03   -0.30371E+02    0.16084E-05   -0.30371E+02    0.17420E+02    0.95336E-07    0.16084E-05    0.95336E-07    0.14649E-08
  1670    0.34799E+03   -0.30570E+02    0.15844E-05   -0.30570E+02    0.17299E+02    0.92952E-07    0.15844E-05    0.92952E-07    0.14626E-08
  1671    0.34847E+03   -0.30762E+02    0.15590E-05   -0.30762E+02    0.17178E+02    0.90524E-07    0.15590E-05    0.90524E-07    0.14603E-08
  1672    0.34895E+03   -0.30946E+02    0.15325E-05   -0.30946E+02    0.17055E+02    0.88059E-07    0.15325E-05    0.88059E-07    0.14579E-08
  1673    0.34944E+03   -0.31123E+02    0.15046E-05   -0.31123E+02    0.16931E+02    0.85560E-07    0.15046E-05    0.85560E-07    0.14556E-08
  1674    0.34995E+03   -0.31291E+02    0.14755E-05   -0.31291E+02    0.16808E+02    0.83033E-07    0.14755E-05    0.83033E-07    0.14533E-08
  1675    0.35045E+03   -0.31452E+02    0.14452E-05   -0.31452E+02    0.16682E+02    0.80482E-07    0.14452E-05    0.80482E-07    0.14510E-08
  1676    0.35098E+03   -0.31604E+02    0.14137E-05   -0.31604E+02    0.16554E+02    0.77913E-07    0.14137E-05    0.77913E-07    0.14487E-08
  1677    0.35151E+03   -0.31749E+02    0.13809E-05   -0.31749E+02    0.16428E+02    0.75331E-07    0.13809E-05    0.75331E-07    0.14465E-08
  1678    0.35205E+03   -0.31886E+02    0.13469E-05   -0.31886E+02    0.16299E+02    0.72739E-07    0.13469E-05    0.72739E-07    0.14442E-08
  1679    0.35259E+03   -0.32015E+02    0.13117E-05   -0.32015E+02    0.16170E+02    0.70144E-07    0.13117E-05    0.70144E-07    0.14419E-08
  1680    0.35315E+03   -0.32136E+02    0.12753E-05   -0.32136E+02    0.16041E+02    0.67550E-07    0.12753E-05    0.67550E-07    0.14396E-08
  1681    0.35372E+03   -0.32248E+02    0.12377E-05   -0.32248E+02    0.15909E+02    0.64962E-07    0.12377E-05    0.64962E-07    0.14373E-08
  1682    0.35428E+03   -0.32354E+02    0.11989E-05   -0.32354E+02    0.15778E+02    0.62385E-07    0.11989E-05    0.62385E-07    0.14351E-08
  1683    0.35485E+03   -0.32451E+02    0.11589E-05   -0.32451E+02    0.15647E+02    0.59824E-07    0.11589E-05    0.59824E-07    0.14328E-08
  1684    0.35543E+03   -0.32541E+02    0.11178E-05   -0.32541E+02    0.15515E+02    0.57283E-07    0.11178E-05    0.57283E-07    0.14305E-08
  1685    0.35602E+03   -0.32622E+02    0.10755E-05   -0.32622E+02    0.15382E+02    0.54768E-07    0.10755E-05    0.54768E-07    0.14283E-08
  1686    0.35661E+03   -0.32694E+02    0.10320E-05   -0.32694E+02    0.15249E+02    0.52284E-07    0.10320E-05    0.52284E-07    0.14260E-08
  1687    0.35719E+03   -0.32759E+02    0.98743E-06   -0.32759E+02    0.15115E+02    0.49835E-07    0.98743E-06    0.49835E-07    0.14237E-08
  1688    0.35779E+03   -0.32817E+02    0.94167E-06   -0.32817E+02    0.14981E+02    0.47426E-07    0.94167E-06    0.47426E-07    0.14215E-08
  1689    0.35838E+03   -0.32865E+02    0.89478E-06   -0.32865E+02    0.14847E+02    0.45062E-07    0.89478E-06    0.45062E-07    0.14192E-08
  1690    0.35897E+03   -0.32906E+02    0.84676E-06   -0.32906E+02    0.14713E+02    0.42748E-07    0.84676E-06    0.42748E-07    0.14170E-08
  1691    0.35957E+03   -0.32940E+02    0.79763E-06   -0.32940E+02    0.14578E+02    0.40490E-07    0.79763E-06    0.40490E-07    0.14148E-08
  1692    0.36017E+03   -0.32965E+02    0.74738E-06   -0.32965E+02    0.14443E+02    0.38291E-07    0.74738E-06    0.38291E-07    0.14125E-08
  1693    0.36076E+03   -0.32982E+02    0.69602E-06   -0.32982E+02    0.14308E+02    0.36157E-07    0.69602E-06    0.36157E-07    0.14103E-08
  1694    0.36135E+03   -0.32992E+02    0.64357E-06   -0.32992E+02    0.14173E+02    0.34092E-07    0.64357E-06    0.34092E-07    0.14081E-08
  1695    0.36195E+03   -0.32993E+02    0.59002E-06   -0.32993E+02    0.14037E+02    0.32103E-07    0.59002E-06    0.32103E-07    0.14058E-08
  1696    0.36255E+03   -0.32987E+02    0.53540E-06   -0.32987E+02    0.13902E+02    0.30192E-07    0.53540E-06    0.30192E-07    0.14036E-08
  1697    0.36313E+03   -0.32973E+02    0.47970E-06   -0.32973E+02    0.13767E+02    0.28366E-07    0.47970E-06    0.28366E-07    0.14014E-08
  1698    0.36372E+03   -0.32952E+02    0.42293E-06   -0.32952E+02    0.13632E+02    0.26629E-07    0.42293E-06    0.26629E-07    0.13992E-08
  1699    0.36430E+03   -0.32922E+02    0.36510E-06   -0.32922E+02    0.13497E+02    0.24987E-07    0.36510E-06    0.24987E-07    0.13970E-08
  1700    0.36488E+03   -0.32886E+02    0.30622E-06   -0.32886E+02    0.13361E+02    0.23443E-07    0.30622E-06    0.23443E-07    0.13948E-08
  1701    0.36545E+03   -0.32841E+02    0.24632E-06   -0.32841E+02    0.13227E+02    0.22002E-07    0.24632E-06    0.22002E-07    0.13926E-08
  1702    0.36602E+03   -0.32789E+02    0.18554E-06   -0.32789E+02    0.13092E+02    0.20660E-07    0.18554E-06    0.20660E-07    0.13904E-08
  1703    0.36659E+03   -0.32730E+02    0.12406E-06   -0.32730E+02    0.12958E+02    0.19415E-07    0.12406E-06    0.19415E-07    0.13882E-08
  1704    0.36715E+03   -0.32663E+02    0.62037E-07   -0.32663E+02    0.12824E+02    0.18261E-07    0.62037E-07    0.18261E-07    0.13860E-08
  1705    0.36770E+03   -0.32589E+02   -0.35454E-09   -0.32589E+02    0.12691E+02    0.17195E-07   -0.35454E-09    0.17195E-07    0.13838E-08
  1706    0.36824E+03   -0.32507E+02   -0.62947E-07   -0.32507E+02    0.12556E+02    0.16212E-07   -0.62947E-07    0.16212E-07    0.13816E-08
  1707    0.36878E+03   -0.32420E+02   -0.12557E-06   -0.32420E+02    0.12423E+02    0.15309E-07   -0.12557E-06    0.15309E-07    0.13794E-08
  1708    0.36931E+03   -0.32324E+02   -0.18806E-06   -0.32324E+02    0.12291E+02    0.14482E-07   -0.18806E-06    0.14482E-07    0.13773E-08
  1709    0.36983E+03   -0.32222E+02   -0.25024E-06   -0.32222E+02    0.12160E+02    0.13726E-07   -0.25024E-06    0.13726E-07    0.13751E-08
  1710    0.37034E+03   -0.32112E+02   -0.31195E-06   -0.32112E+02    0.12030E+02    0.13037E-07   -0.31195E-06    0.13037E-07    0.13729E-08
  1711    0.37084E+03   -0.31994E+02   -0.37301E-06   -0.31994E+02    0.11900E+02    0.12412E-07   -0.37301E-06    0.12412E-07    0.13708E-08
  1712    0.37134E+03   -0.31871E+02   -0.43326E-06   -0.31871E+02    0.11770E+02    0.11845E-07   -0.43326E-06    0.11845E-07    0.13686E-08
  1713    0.37182E+03   -0.31741E+02   -0.49253E-06   -0.31741E+02    0.11641E+02    0.11334E-07   -0.49253E-06    0.11334E-07    0.13665E-08
  1714    0.37228E+03   -0.31603E+02   -0.55064E-06   -0.31603E+02    0.11513E+02    0.10874E-07   -0.55064E-06    0.10874E-07    0.13643E-08
  1715    0.37274E+03   -0.31460E+02   -0.60744E-06   -0.31460E+02    0.11386E+02    0.10461E-07   -0.60744E-06    0.10461E-07    0.13622E-08
  1716    0.37319E+03   -0.31310E+02   -0.66275E-06   -0.31310E+02    0.11259E+02    0.10091E-07   -0.66275E-06    0.10091E-07    0.13600E-08
  1717    0.37362E+03   -0.31154E+02   -0.71640E-06   -0.31154E+02    0.11134E+02    0.97598E-08   -0.71640E-06    0.97598E-08    0.13579E-08
  1718    0.37404E+03   -0.30991E+02   -0.76823E-06   -0.30991E+02    0.11009E+02    0.94635E-08   -0.76823E-06    0.94635E-08    0.13557E-08
  1719    0.37444E+03   -0.30822E+02   -0.81806E-06   -0.30822E+02    0.10885E+02    0.91978E-08   -0.81806E-06    0.91978E-08    0.13536E-08
  1720    0.37484E+03   -0.30648E+02   -0.86573E-06   -0.30648E+02    0.10763E+02    0.89589E-08   -0.86573E-06    0.89589E-08    0.13515E-08
  1721    0.37522E+03   -0.30466E+02   -0.91106E-06   -0.30466E+02    0.10642E+02    0.87425E-08   -0.91106E-06    0.87425E-08    0.13493E-08
  1722    0.37560E+03   -0.30280E+02   -0.95389E-06   -0.30280E+02    0.10521E+02    0.85448E-08   -0.95389E-06    0.85448E-08    0.13472E-08
  1723    0.37595E+03   -0.30087E+02   -0.99405E-06   -0.30087E+02    0.10401E+02    0.83615E-08   -0.99405E-06    0.83615E-08    0.13451E-08
  1724    0.37629E+03   -0.29889E+02   -0.10314E-05   -0.29889E+02    0.10283E+02    0.81886E-08   -0.10314E-05    0.81886E-08    0.13430E-08
  1725    0.37661E+03   -0.29684E+02   -0.10657E-05   -0.29684E+02    0.10165E+02    0.80221E-08   -0.10657E-05    0.80221E-08    0.13409E-08
  1726    0.37691E+03   -0.29475E+02   -0.10968E-05   -0.29475E+02    0.10049E+02    0.78579E-08   -0.10968E-05    0.78579E-08    0.13388E-08
  1727    0.37721E+03   -0.29260E+02   -0.11246E-05   -0.29260E+02    0.99340E+01    0.76919E-08   -0.11246E-05    0.76919E-08    0.13367E-08
  1728    0.37748E+03   -0.29041E+02   -0.11489E-05   -0.29041E+02    0.98216E+01    0.75200E-08   -0.11489E-05    0.75200E-08    0.13346E-08
  1729    0.37775E+03   -0.28816E+02   -0.11695E-05   -0.28816E+02    0.97099E+01    0.73383E-08   -0.11695E-05    0.73383E-08    0.13325E-08
  1730    0.37798E+03   -0.28585E+02   -0.11862E-05   -0.28585E+02    0.95988E+01    0.71426E-08   -0.11862E-05    0.71426E-08    0.13304E-08
  1731    0.37820E+03   -0.28350E+02   -0.11989E-05   -0.28350E+02    0.94890E+01    0.69288E-08   -0.11989E-05    0.69288E-08    0.13283E-08
  1732    0.37840E+03   -0.28109E+02   -0.12074E-05   -0.28109E+02    0.93806E+01    0.66929E-08   -0.12074E-05    0.66929E-08    0.13262E-08
  1733    0.37859E+03   -0.27865E+02   -0.12116E-05   -0.27865E+02    0.92744E+01    0.64309E-08   -0.12116E-05    0.64309E-08    0.13241E-08
  1734    0.37876E+03   -0.27616E+02   -0.12112E-05   -0.27616E+02    0.91687E+01    0.61386E-08   -0.12112E-05    0.61386E-08    0.13221E-08
  1735    0.37891E+03   -0.27361E+02   -0.12062E-05   -0.27361E+02    0.90651E+01    0.58120E-08   -0.12062E-05    0.58120E-08    0.13200E-08
  1736    0.37904E+03   -0.27104E+02   -0.11963E-05   -0.27104E+02    0.89622E+01    0.54471E-08   -0.11963E-05    0.54471E-08    0.13179E-08
  1737    0.37916E+03   -0.26841E+02   -0.11813E-05   -0.26841E+02    0.88621E+01    0.50397E-08   -0.11813E-05    0.50397E-08    0.13159E-08
  1738    0.37925E+03   -0.26574E+02   -0.11611E-05   -0.26574E+02    0.87626E+01    0.45858E-08   -0.11611E-05    0.45858E-08    0.13138E-08
  1739    0.37933E+03   -0.26304E+02   -0.11356E-05   -0.26304E+02    0.86653E+01    0.40814E-08   -0.11356E-05    0.40814E-08    0.13117E-08
  1740    0.37938E+03   -0.26030E+02   -0.11045E-05   -0.26030E+02    0.85693E+01    0.35223E-08   -0.11045E-05    0.35223E-08    0.13097E-08
  1741    0.37943E+03   -0.25751E+02   -0.10677E-05   -0.25751E+02    0.84747E+01    0.29045E-08   -0.10677E-05    0.29045E-08    0.13076E-08
  1742    0.37945E+03   -0.25471E+02   -0.10250E-05   -0.25471E+02    0.83822E+01    0.22240E-08   -0.10250E-05    0.22240E-08    0.13056E-08
  1743    0.37945E+03   -0.25185E+02   -0.97629E-06   -0.25185E+02    0.82910E+01    0.14766E-08   -0.97629E-06    0.14766E-08    0.13036E-08
  1744    0.37943E+03   -0.24897E+02   -0.92135E-06   -0.24897E+02    0.82020E+01    0.65835E-09   -0.92135E-06    0.65835E-09    0.13015E-08
  1745    0.37939E+03   -0.24606E+02   -0.86002E-06   -0.24606E+02    0.81136E+01   -0.23487E-09   -0.86002E-06   -0.23487E-09    0.12995E-08
  1746    0.37932E+03   -0.24311E+02   -0.79213E-06   -0.24311E+02    0.80280E+01   -0.12071E-08   -0.79213E-06   -0.12071E-08    0.12975E-08
  1747    0.37924E+03   -0.24014E+02   -0.71752E-06   -0.24014E+02    0.79446E+01   -0.22625E-08   -0.71752E-06   -0.22625E-08    0.12954E-08
  1748    0.37914E+03   -0.23714E+02   -0.63602E-06   -0.23714E+02    0.78633E+01   -0.34050E-08   -0.63602E-06   -0.34050E-08    0.12934E-08
  1749    0.37901E+03   -0.23410E+02   -0.54745E-06   -0.23410E+02    0.77826E+01   -0.46387E-08   -0.54745E-06   -0.46387E-08    0.12914E-08
  1750    0.37886E+03   -0.23105E+02   -0.45165E-06   -0.23105E+02    0.77040E+01   -0.59677E-08   -0.45165E-06   -0.59677E-08    0.12894E-08
  1751    0.37869E+03   -0.22798E+02   -0.34855E-06   -0.22798E+02    0.76268E+01   -0.73941E-08   -0.34855E-06   -0.73941E-08    0.12874E-08
  1752    0.37851E+03   -0.22487E+02   -0.23845E-06   -0.22487E+02    0.75510E+01   -0.89120E-08   -0.23845E-06   -0.89120E-08    0.12854E-08
  1753    0.37830E+03   -0.22175E+02   -0.12176E-06   -0.22175E+02    0.74765E+01   -0.10513E-07   -0.12176E-06   -0.10513E-07    0.12834E-08
  1754    0.37807E+03   -0.21861E+02    0.11094E-08   -0.21861E+02    0.74050E+01   -0.12191E-07    0.11094E-08   -0.12191E-07    0.12814E-08
  1755    0.37782E+03   -0.21545E+02    0.12976E-06   -0.21545E+02    0.73360E+01   -0.13936E-07    0.12976E-06   -0.13936E-07    0.12794E-08
  1756    0.37756E+03   -0.21226E+02    0.26378E-06   -0.21226E+02    0.72680E+01   -0.15741E-07    0.26378E-06   -0.15741E-07    0.12774E-08
  1757    0.37727E+03   -0.20907E+02    0.40278E-06   -0.20907E+02    0.72019E+01   -0.17598E-07    0.40278E-06   -0.17598E-07    0.12754E-08
  1758    0.37694E+03   -0.20587E+02    0.54633E-06   -0.20587E+02    0.71376E+01   -0.19500E-07    0.54633E-06   -0.19500E-07    0.12734E-08
  1759    0.37662E+03   -0.20265E+02    0.69405E-06   -0.20265E+02    0.70754E+01   -0.21438E-07    0.69405E-06   -0.21438E-07    0.12714E-08
  1760    0.37626E+03   -0.19942E+02    0.84551E-06   -0.19942E+02    0.70152E+01   -0.23404E-07    0.84551E-06   -0.23404E-07    0.12695E-08
  1761    0.37588E+03   -0.19618E+02    0.10003E-05   -0.19618E+02    0.69569E+01   -0.25392E-07    0.10003E-05   -0.25392E-07    0.12675E-08
  1762    0.37548E+03   -0.19293E+02    0.11581E-05   -0.19293E+02    0.69005E+01   -0.27392E-07    0.11581E-05   -0.27392E-07    0.12655E-08
  1763    0.37506E+03   -0.18966E+02    0.13184E-05   -0.18966E+02    0.68462E+01   -0.29397E-07    0.13184E-05   -0.29397E-07    0.12636E-08
  1764    0.37463E+03   -0.18641E+02    0.14808E-05   -0.18641E+02    0.67940E+01   -0.31399E-07    0.14808E-05   -0.31399E-07    0.12616E-08
  1765    0.37416E+03   -0.18313E+02    0.16449E-05   -0.18313E+02    0.67435E+01   -0.33390E-07    0.16449E-05   -0.33390E-07    0.12597E-08
  1766    0.37368E+03   -0.17987E+02    0.18104E-05   -0.17987E+02    0.66950E+01   -0.35362E-07    0.18104E-05   -0.35362E-07    0.12577E-08
  1767    0.37317E+03   -0.17659E+02    0.19768E-05   -0.17659E+02    0.66485E+01   -0.37309E-07    0.19768E-05   -0.37309E-07    0.12558E-08
  1768    0.37265E+03   -0.17331E+02    0.21437E-05   -0.17331E+02    0.66040E+01   -0.39220E-07    0.21437E-05   -0.39220E-07    0.12538E-08
  1769    0.37211E+03   -0.17005E+02    0.23107E-05   -0.17005E+02    0.65614E+01   -0.41090E-07    0.23107E-05   -0.41090E-07    0.12519E-08
  1770    0.37153E+03   -0.16677E+02    0.24774E-05   -0.16677E+02    0.65207E+01   -0.42909E-07    0.24774E-05   -0.42909E-07    0.12499E-08
  1771    0.37095E+03   -0.16350E+02    0.26434E-05   -0.16350E+02    0.64821E+01   -0.44670E-07    0.26434E-05   -0.44670E-07    0.12480E-08
  1772    0.37035E+03   -0.16025E+02    0.28083E-05   -0.16025E+02    0.64454E+01   -0.46365E-07    0.28083E-05   -0.46365E-07    0.12461E-08
  1773    0.36971E+03   -0.15698E+02    0.29716E-05   -0.15698E+02    0.64106E+01   -0.47987E-07    0.29716E-05   -0.47987E-07    0.12441E-08
  1774    0.36906E+03   -0.15374E+02    0.31331E-05   -0.15374E+02    0.63778E+01   -0.49527E-07    0.31331E-05   -0.49527E-07    0.12422E-08
  1775    0.36840E+03   -0.15050E+02    0.32922E-05   -0.15050E+02    0.63470E+01   -0.50978E-07    0.32922E-05   -0.50978E-07    0.12403E-08
  1776    0.36771E+03   -0.14726E+02    0.34486E-05   -0.14726E+02    0.63181E+01   -0.52331E-07    0.34486E-05   -0.52331E-07    0.12384E-08
  1777    0.36699E+03   -0.14405E+02    0.36018E-05   -0.14405E+02    0.62912E+01   -0.53579E-07    0.36018E-05   -0.53579E-07    0.12365E-08
  1778    0.36627E+03   -0.14085E+02    0.37515E-05   -0.14085E+02    0.62662E+01   -0.54714E-07    0.37515E-05   -0.54714E-07    0.12346E-08
  1779    0.36551E+03   -0.13766E+02    0.38973E-05   -0.13766E+02    0.62432E+01   -0.55728E-07    0.38973E-05   -0.55728E-07    0.12327E-08
  1780    0.36475E+03   -0.13448E+02    0.40387E-05   -0.13448E+02    0.62221E+01   -0.56613E-07    0.40387E-05   -0.56613E-07    0.12307E-08
  1781    0.36397E+03   -0.13132E+02    0.41753E-05   -0.13132E+02    0.62029E+01   -0.57362E-07    0.41753E-05   -0.57362E-07    0.12288E-08
  1782    0.36315E+03   -0.12818E+02    0.43068E-05   -0.12818E+02    0.61857E+01   -0.57966E-07    0.43068E-05   -0.57966E-07    0.12270E-08
  1783    0.36232E+03   -0.12505E+02    0.44327E-05   -0.12505E+02    0.61703E+01   -0.58417E-07    0.44327E-05   -0.58417E-07    0.12251E-08
  1784    0.36149E+03   -0.12194E+02    0.45526E-05   -0.12194E+02    0.61568E+01   -0.58709E-07    0.45526E-05   -0.58709E-07    0.12232E-08
  1785    0.36062E+03   -0.11886E+02    0.46662E-05   -0.11886E+02    0.61452E+01   -0.58832E-07    0.46662E-05   -0.58832E-07    0.12213E-08
  1786    0.35974E+03   -0.11580E+02    0.47729E-05   -0.11580E+02    0.61355E+01   -0.58779E-07    0.47729E-05   -0.58779E-07    0.12194E-08
  1787    0.35885E+03   -0.11275E+02    0.48725E-05   -0.11275E+02    0.61278E+01   -0.58542E-07    0.48725E-05   -0.58542E-07    0.12175E-08
  1788    0.35794E+03   -0.10975E+02    0.49645E-05   -0.10975E+02    0.61218E+01   -0.58114E-07    0.49645E-05   -0.58114E-07    0.12156E-08
  1789    0.35700E+03   -0.10676E+02    0.50484E-05   -0.10676E+02    0.61176E+01   -0.57485E-07    0.50484E-05   -0.57485E-07    0.12138E-08
  1790    0.35605E+03   -0.10379E+02    0.51240E-05   -0.10379E+02    0.61153E+01   -0.56650E-07    0.51240E-05   -0.56650E-07    0.12119E-08
  1791    0.35508E+03   -0.10087E+02    0.51908E-05   -0.10087E+02    0.61148E+01   -0.55599E-07    0.51908E-05   -0.55599E-07    0.12100E-08
  1792    0.35410E+03   -0.97958E+01    0.52483E-05   -0.97958E+01    0.61161E+01   -0.54325E-07    0.52483E-05   -0.54325E-07    0.12082E-08
  1793    0.35309E+03   -0.95081E+01    0.52962E-05   -0.95081E+01    0.61191E+01   -0.52819E-07    0.52962E-05   -0.52819E-07    0.12063E-08
  1794    0.35208E+03   -0.92237E+01    0.53341E-05   -0.92237E+01    0.61239E+01   -0.51075E-07    0.53341E-05   -0.51075E-07    0.12045E-08
  1795    0.35105E+03   -0.89426E+01    0.53615E-05   -0.89426E+01    0.61306E+01   -0.49084E-07    0.53615E-05   -0.49084E-07    0.12026E-08
  1796    0.34998E+03   -0.86640E+01    0.53782E-05   -0.86640E+01    0.61389E+01   -0.46838E-07    0.53782E-05   -0.46838E-07    0.12008E-08
  1797    0.34893E+03   -0.83895E+01    0.53835E-05   -0.83895E+01    0.61488E+01   -0.44330E-07    0.53835E-05   -0.44330E-07    0.11989E-08
  1798    0.34784E+03   -0.81175E+01    0.53772E-05   -0.81175E+01    0.61605E+01   -0.41551E-07    0.53772E-05   -0.41551E-07    0.11971E-08
  1799    0.34674E+03   -0.78496E+01    0.53589E-05   -0.78496E+01    0.61739E+01   -0.38494E-07    0.53589E-05   -0.38494E-07    0.11952E-08
  1800    0.34564E+03   -0.75857E+01    0.53281E-05   -0.75857E+01    0.61890E+01   -0.35151E-07    0.53281E-05   -0.35151E-07    0.11934E-08
  1801    0.34452E+03   -0.73247E+01    0.52846E-05   -0.73247E+01    0.62056E+01   -0.31518E-07    0.52846E-05   -0.31518E-07    0.11916E-08
  1802    0.34340E+03   -0.70680E+01    0.52288E-05   -0.70680E+01    0.62239E+01   -0.27609E-07    0.52288E-05   -0.27609E-07    0.11897E-08
  1803    0.34225E+03   -0.68156E+01    0.51613E-05   -0.68156E+01    0.62437E+01   -0.23441E-07    0.51613E-05   -0.23441E-07    0.11879E-08
  1804    0.34108E+03   -0.65662E+01    0.50826E-05   -0.65662E+01    0.62651E+01   -0.19034E-07    0.50826E-05   -0.19034E-07    0.11861E-08
  1805    0.33990E+03   -0.63212E+01    0.49933E-05   -0.63212E+01    0.62881E+01   -0.14405E-07    0.49933E-05   -0.14405E-07    0.11842E-08
  1806    0.33872E+03   -0.60803E+01    0.48939E-05   -0.60803E+01    0.63126E+01   -0.95717E-08    0.48939E-05   -0.95717E-08    0.11824E-08
  1807    0.33751E+03   -0.58437E+01    0.47851E-05   -0.58437E+01    0.63387E+01   -0.45522E-08    0.47851E-05   -0.45522E-08    0.11806E-08
  1808    0.33630E+03   -0.56112E+01    0.46673E-05   -0.56112E+01    0.63661E+01    0.63540E-09    0.46673E-05    0.63540E-09    0.11788E-08
  1809    0.33508E+03   -0.53832E+01    0.45413E-05   -0.53832E+01    0.63948E+01    0.59732E-08    0.45413E-05    0.59732E-08    0.11770E-08
  1810    0.33384E+03   -0.51596E+01    0.44074E-05   -0.51596E+01    0.64251E+01    0.11443E-07    0.44074E-05    0.11443E-07    0.11752E-08
  1811    0.33259E+03   -0.49405E+01    0.42663E-05   -0.49405E+01    0.64567E+01    0.17027E-07    0.42663E-05    0.17027E-07    0.11734E-08
  1812    0.33134E+03   -0.47260E+01    0.41186E-05   -0.47260E+01    0.64898E+01    0.22707E-07    0.41186E-05    0.22707E-07    0.11716E-08
  1813    0.33007E+03   -0.45161E+01    0.39648E-05   -0.45161E+01    0.65242E+01    0.28466E-07    0.39648E-05    0.28466E-07    0.11698E-08
  1814    0.32879E+03   -0.43109E+01    0.38055E-05   -0.43109E+01    0.65599E+01    0.34285E-07    0.38055E-05    0.34285E-07    0.11680E-08
  1815    0.32751E+03   -0.41105E+01    0.36412E-05   -0.41105E+01    0.65969E+01    0.40146E-07    0.36412E-05    0.40146E-07    0.11662E-08
  1816    0.32622E+03   -0.39150E+01    0.34726E-05   -0.39150E+01    0.66351E+01    0.46031E-07    0.34726E-05    0.46031E-07    0.11644E-08
  1817    0.32491E+03   -0.37242E+01    0.33001E-05   -0.37242E+01    0.66745E+01    0.51922E-07    0.33001E-05    0.51922E-07    0.11626E-08
  1818    0.32360E+03   -0.35384E+01    0.31244E-05   -0.35384E+01    0.67152E+01    0.57802E-07    0.31244E-05    0.57802E-07    0.11608E-08
  1819    0.32226E+03   -0.33576E+01    0.29459E-05   -0.33576E+01    0.67571E+01    0.63652E-07    0.29459E-05    0.63652E-07    0.11591E-08
  1820    0.32094E+03   -0.31818E+01    0.27654E-05   -0.31818E+01    0.68000E+01    0.69454E-07    0.27654E-05    0.69454E-07    0.11573E-08
  1821    0.31961E+03   -0.30111E+01    0.25833E-05   -0.30111E+01    0.68441E+01    0.75191E-07    0.25833E-05    0.75191E-07    0.11555E-08
  1822    0.31827E+03   -0.28455E+01    0.24002E-05   -0.28455E+01    0.68893E+01    0.80843E-07    0.24002E-05    0.80843E-07    0.11537E-08
  1823    0.31694E+03   -0.26851E+01    0.22166E-05   -0.26851E+01    0.69356E+01    0.86395E-07    0.22166E-05    0.86395E-07    0.11520E-08
  1824    0.31559E+03   -0.25298E+01    0.20332E-05   -0.25298E+01    0.69826E+01    0.91826E-07    0.20332E-05    0.91826E-07    0.11502E-08
  1825    0.31424E+03   -0.23798E+01    0.18505E-05   -0.23798E+01    0.70305E+01    0.97120E-07    0.18505E-05    0.97120E-07    0.11484E-08
  1826    0.31288E+03   -0.22351E+01    0.16690E-05   -0.22351E+01    0.70802E+01    0.10226E-06    0.16690E-05    0.10226E-06    0.11467E-08
  1827    0.31152E+03   -0.20956E+01    0.14894E-05   -0.20956E+01    0.71305E+01    0.10722E-06    0.14894E-05    0.10722E-06    0.11449E-08
  1828    0.31015E+03   -0.19616E+01    0.13122E-05   -0.19616E+01    0.71816E+01    0.11200E-06    0.13122E-05    0.11200E-06    0.11432E-08
  1829    0.30877E+03   -0.18328E+01    0.11380E-05   -0.18328E+01    0.72328E+01    0.11656E-06    0.11380E-05    0.11656E-06    0.11414E-08
  1830    0.30740E+03   -0.17094E+01    0.96722E-06   -0.17094E+01    0.72862E+01    0.12090E-06    0.96722E-06    0.12090E-06    0.11397E-08
