#    L    TT             EE             TE             PP             TP          
   959    0.11870E+04    0.38377E+02    0.34920E+02    0.23885E+06    0.15875E+03
   960    0.11789E+04    0.38566E+02    0.33752E+02    0.23836E+06    0.15775E+03
   961    0.11708E+04    0.38750E+02    0.32567E+02    0.23786E+06    0.15676E+03
   962    0.11629E+04    0.38929E+02    0.31365E+02    0.23737E+06    0.15578E+03
   963    0.11552E+04    0.39103E+02    0.30147E+02    0.23688E+06    0.15480E+03
   964    0.11476E+04    0.39271E+02    0.28915E+02    0.23639E+06    0.15382E+03
   965    0.11401E+04    0.39435E+02    0.27668E+02    0.23590E+06    0.15285E+03
   966    0.11328E+04    0.39594E+02    0.26406E+02    0.23541E+06    0.15188E+03
   967    0.11256E+04    0.39747E+02    0.25131E+02    0.23493E+06    0.15091E+03
   968    0.11185E+04    0.39894E+02    0.23842E+02    0.23444E+06    0.14996E+03
   969    0.11116E+04    0.40036E+02    0.22542E+02    0.23396E+06    0.14900E+03
   970    0.11048E+04    0.40173E+02    0.21229E+02    0.23347E+06    0.14805E+03
   971    0.10982E+04    0.40304E+02    0.19904E+02    0.23299E+06    0.14710E+03
   972    0.10916E+04    0.40429E+02    0.18570E+02    0.23251E+06    0.14616E+03
   973    0.10853E+04    0.40548E+02    0.17224E+02    0.23204E+06    0.14522E+03
   974    0.10791E+04    0.40663E+02    0.15868E+02    0.23156E+06    0.14429E+03
   975    0.10731E+04    0.40771E+02    0.14504E+02    0.23108E+06    0.14336E+03
   976    0.10672E+04    0.40873E+02    0.13130E+02    0.23061E+06    0.14244E+03
   977    0.10614E+04    0.40969E+02    0.11750E+02    0.23014E+06    0.14152E+03
   978    0.10558E+04    0.41060E+02    0.10361E+02    0.22966E+06    0.14060E+03
   979    0.10504E+04    0.41146E+02    0.89667E+01    0.22919E+06    0.13969E+03
   980    0.10451E+04    0.41224E+02    0.75655E+01    0.22872E+06    0.13878E+03
   981    0.10399E+04    0.41296E+02    0.61586E+01    0.22826E+06    0.13788E+03
   982    0.10349E+04    0.41364E+02    0.47469E+01    0.22779E+06    0.13698E+03
   983    0.10301E+04    0.41425E+02    0.33305E+01    0.22732E+06    0.13608E+03
   984    0.10253E+04    0.41478E+02    0.19101E+01    0.22686E+06    0.13519E+03
   985    0.10208E+04    0.41527E+02    0.48617E+00    0.22640E+06    0.13431E+03
   986    0.10164E+04    0.41570E+02   -0.94036E+00    0.22593E+06    0.13342E+03
   987    0.10121E+04    0.41606E+02   -0.23696E+01    0.22547E+06    0.13255E+03
   988    0.10080E+04    0.41637E+02   -0.38003E+01    0.22501E+06    0.13167E+03
   989    0.10040E+04    0.41661E+02   -0.52312E+01    0.22456E+06    0.13080E+03
   990    0.10002E+04    0.41683E+02   -0.66637E+01    0.22410E+06    0.12993E+03
   991    0.99659E+03    0.41694E+02   -0.80959E+01    0.22364E+06    0.12907E+03
   992    0.99308E+03    0.41701E+02   -0.95278E+01    0.22319E+06    0.12821E+03
   993    0.98965E+03    0.41701E+02   -0.10959E+02    0.22274E+06    0.12736E+03
   994    0.98643E+03    0.41695E+02   -0.12387E+02    0.22228E+06    0.12651E+03
   995    0.98343E+03    0.41684E+02   -0.13814E+02    0.22183E+06    0.12567E+03
   996    0.98050E+03    0.41664E+02   -0.15237E+02    0.22138E+06    0.12482E+03
   997    0.97771E+03    0.41641E+02   -0.16658E+02    0.22093E+06    0.12399E+03
   998    0.97507E+03    0.41611E+02   -0.18074E+02    0.22049E+06    0.12315E+03
   999    0.97258E+03    0.41575E+02   -0.19486E+02    0.22004E+06    0.12232E+03
  1000    0.97023E+03    0.41534E+02   -0.20893E+02    0.21960E+06    0.12150E+03
  1001    0.96803E+03    0.41486E+02   -0.22294E+02    0.21915E+06    0.12067E+03
  1002    0.96590E+03    0.41431E+02   -0.23688E+02    0.21871E+06    0.11986E+03
  1003    0.96398E+03    0.41372E+02   -0.25077E+02    0.21827E+06    0.11904E+03
  1004    0.96222E+03    0.41306E+02   -0.26457E+02    0.21783E+06    0.11823E+03
  1005    0.96067E+03    0.41234E+02   -0.27829E+02    0.21739E+06    0.11743E+03
  1006    0.95920E+03    0.41156E+02   -0.29194E+02    0.21695E+06    0.11663E+03
  1007    0.95780E+03    0.41072E+02   -0.30549E+02    0.21651E+06    0.11584E+03
  1008    0.95632E+03    0.40983E+02   -0.31895E+02    0.21608E+06    0.11505E+03
  1009    0.95522E+03    0.40887E+02   -0.33231E+02    0.21564E+06    0.11426E+03
  1010    0.95426E+03    0.40787E+02   -0.34556E+02    0.21521E+06    0.11348E+03
  1011    0.95337E+03    0.40681E+02   -0.35870E+02    0.21478E+06    0.11271E+03
  1012    0.95263E+03    0.40569E+02   -0.37174E+02    0.21435E+06    0.11194E+03
  1013    0.95204E+03    0.40453E+02   -0.38465E+02    0.21392E+06    0.11118E+03
  1014    0.95159E+03    0.40330E+02   -0.39745E+02    0.21349E+06    0.11043E+03
  1015    0.95115E+03    0.40203E+02   -0.41011E+02    0.21306E+06    0.10968E+03
  1016    0.95092E+03    0.40069E+02   -0.42264E+02    0.21264E+06    0.10893E+03
  1017    0.95085E+03    0.39931E+02   -0.43504E+02    0.21221E+06    0.10820E+03
  1018    0.95084E+03    0.39786E+02   -0.44729E+02    0.21179E+06    0.10747E+03
  1019    0.95091E+03    0.39638E+02   -0.45940E+02    0.21136E+06    0.10675E+03
  1020    0.95121E+03    0.39482E+02   -0.47137E+02    0.21094E+06    0.10603E+03
  1021    0.95158E+03    0.39322E+02   -0.48318E+02    0.21052E+06    0.10532E+03
  1022    0.95202E+03    0.39158E+02   -0.49483E+02    0.21010E+06    0.10462E+03
  1023    0.95261E+03    0.38988E+02   -0.50630E+02    0.20968E+06    0.10393E+03
  1024    0.95328E+03    0.38812E+02   -0.51762E+02    0.20926E+06    0.10324E+03
  1025    0.95402E+03    0.38633E+02   -0.52873E+02    0.20885E+06    0.10256E+03
  1026    0.95513E+03    0.38448E+02   -0.53969E+02    0.20843E+06    0.10189E+03
  1027    0.95610E+03    0.38261E+02   -0.55046E+02    0.20802E+06    0.10123E+03
  1028    0.95714E+03    0.38068E+02   -0.56104E+02    0.20760E+06    0.10058E+03
  1029    0.95833E+03    0.37870E+02   -0.57145E+02    0.20719E+06    0.99934E+02
  1030    0.95959E+03    0.37668E+02   -0.58167E+02    0.20678E+06    0.99298E+02
  1031    0.96079E+03    0.37462E+02   -0.59167E+02    0.20637E+06    0.98670E+02
  1032    0.96228E+03    0.37249E+02   -0.60151E+02    0.20596E+06    0.98052E+02
  1033    0.96377E+03    0.37034E+02   -0.61115E+02    0.20555E+06    0.97443E+02
  1034    0.96549E+03    0.36816E+02   -0.62057E+02    0.20515E+06    0.96843E+02
  1035    0.96721E+03    0.36593E+02   -0.62980E+02    0.20474E+06    0.96252E+02
  1036    0.96901E+03    0.36365E+02   -0.63883E+02    0.20434E+06    0.95672E+02
  1037    0.97088E+03    0.36135E+02   -0.64765E+02    0.20393E+06    0.95101E+02
  1038    0.97290E+03    0.35901E+02   -0.65626E+02    0.20353E+06    0.94540E+02
  1039    0.97500E+03    0.35663E+02   -0.66461E+02    0.20313E+06    0.93989E+02
  1040    0.97703E+03    0.35421E+02   -0.67278E+02    0.20273E+06    0.93448E+02
  1041    0.97929E+03    0.35177E+02   -0.68069E+02    0.20233E+06    0.92918E+02
  1042    0.98154E+03    0.34928E+02   -0.68841E+02    0.20193E+06    0.92398E+02
  1043    0.98388E+03    0.34676E+02   -0.69587E+02    0.20153E+06    0.91890E+02
  1044    0.98637E+03    0.34421E+02   -0.70313E+02    0.20113E+06    0.91392E+02
  1045    0.98878E+03    0.34164E+02   -0.71017E+02    0.20074E+06    0.90905E+02
  1046    0.99135E+03    0.33903E+02   -0.71693E+02    0.20034E+06    0.90430E+02
  1047    0.99400E+03    0.33640E+02   -0.72355E+02    0.19995E+06    0.89966E+02
  1048    0.99657E+03    0.33373E+02   -0.72989E+02    0.19956E+06    0.89513E+02
  1049    0.99930E+03    0.33105E+02   -0.73595E+02    0.19917E+06    0.89073E+02
  1050    0.10020E+04    0.32833E+02   -0.74179E+02    0.19878E+06    0.88644E+02
  1051    0.10048E+04    0.32559E+02   -0.74742E+02    0.19839E+06    0.88227E+02
  1052    0.10077E+04    0.32283E+02   -0.75277E+02    0.19800E+06    0.87822E+02
  1053    0.10106E+04    0.32004E+02   -0.75790E+02    0.19761E+06    0.87427E+02
  1054    0.10135E+04    0.31724E+02   -0.76282E+02    0.19723E+06    0.87043E+02
  1055    0.10164E+04    0.31442E+02   -0.76746E+02    0.19684E+06    0.86669E+02
  1056    0.10193E+04    0.31158E+02   -0.77189E+02    0.19646E+06    0.86303E+02
  1057    0.10224E+04    0.30872E+02   -0.77602E+02    0.19607E+06    0.85946E+02
  1058    0.10256E+04    0.30585E+02   -0.77995E+02    0.19569E+06    0.85597E+02
  1059    0.10288E+04    0.30296E+02   -0.78359E+02    0.19531E+06    0.85255E+02
  1060    0.10319E+04    0.30005E+02   -0.78701E+02    0.19493E+06    0.84920E+02
  1061    0.10351E+04    0.29714E+02   -0.79015E+02    0.19455E+06    0.84591E+02
  1062    0.10383E+04    0.29422E+02   -0.79308E+02    0.19417E+06    0.84268E+02
  1063    0.10414E+04    0.29128E+02   -0.79571E+02    0.19379E+06    0.83949E+02
  1064    0.10446E+04    0.28834E+02   -0.79821E+02    0.19341E+06    0.83634E+02
  1065    0.10479E+04    0.28538E+02   -0.80041E+02    0.19304E+06    0.83324E+02
  1066    0.10510E+04    0.28242E+02   -0.80233E+02    0.19266E+06    0.83016E+02
  1067    0.10544E+04    0.27945E+02   -0.80396E+02    0.19229E+06    0.82711E+02
  1068    0.10576E+04    0.27648E+02   -0.80537E+02    0.19192E+06    0.82407E+02
  1069    0.10609E+04    0.27351E+02   -0.80664E+02    0.19154E+06    0.82105E+02
  1070    0.10642E+04    0.27053E+02   -0.80763E+02    0.19117E+06    0.81804E+02
  1071    0.10674E+04    0.26756E+02   -0.80832E+02    0.19080E+06    0.81502E+02
  1072    0.10707E+04    0.26458E+02   -0.80872E+02    0.19043E+06    0.81200E+02
  1073    0.10741E+04    0.26160E+02   -0.80890E+02    0.19007E+06    0.80897E+02
  1074    0.10773E+04    0.25864E+02   -0.80887E+02    0.18970E+06    0.80592E+02
  1075    0.10806E+04    0.25566E+02   -0.80862E+02    0.18933E+06    0.80285E+02
  1076    0.10838E+04    0.25269E+02   -0.80808E+02    0.18897E+06    0.79975E+02
  1077    0.10871E+04    0.24973E+02   -0.80739E+02    0.18860E+06    0.79662E+02
  1078    0.10903E+04    0.24678E+02   -0.80626E+02    0.18824E+06    0.79344E+02
  1079    0.10934E+04    0.24383E+02   -0.80507E+02    0.18788E+06    0.79021E+02
  1080    0.10967E+04    0.24088E+02   -0.80365E+02    0.18751E+06    0.78693E+02
  1081    0.10998E+04    0.23797E+02   -0.80195E+02    0.18715E+06    0.78360E+02
  1082    0.11029E+04    0.23505E+02   -0.80002E+02    0.18679E+06    0.78019E+02
  1083    0.11060E+04    0.23214E+02   -0.79787E+02    0.18643E+06    0.77672E+02
  1084    0.11091E+04    0.22926E+02   -0.79551E+02    0.18608E+06    0.77317E+02
  1085    0.11122E+04    0.22638E+02   -0.79285E+02    0.18572E+06    0.76953E+02
  1086    0.11152E+04    0.22352E+02   -0.79012E+02    0.18536E+06    0.76581E+02
  1087    0.11182E+04    0.22069E+02   -0.78694E+02    0.18501E+06    0.76198E+02
  1088    0.11211E+04    0.21785E+02   -0.78370E+02    0.18465E+06    0.75806E+02
  1089    0.11240E+04    0.21504E+02   -0.78016E+02    0.18430E+06    0.75403E+02
  1090    0.11269E+04    0.21226E+02   -0.77654E+02    0.18395E+06    0.74989E+02
  1091    0.11297E+04    0.20949E+02   -0.77256E+02    0.18359E+06    0.74563E+02
  1092    0.11326E+04    0.20673E+02   -0.76843E+02    0.18324E+06    0.74124E+02
  1093    0.11353E+04    0.20401E+02   -0.76407E+02    0.18289E+06    0.73672E+02
  1094    0.11379E+04    0.20131E+02   -0.75957E+02    0.18254E+06    0.73206E+02
  1095    0.11406E+04    0.19864E+02   -0.75492E+02    0.18219E+06    0.72726E+02
  1096    0.11432E+04    0.19598E+02   -0.74997E+02    0.18185E+06    0.72231E+02
  1097    0.11457E+04    0.19335E+02   -0.74480E+02    0.18150E+06    0.71721E+02
  1098    0.11482E+04    0.19076E+02   -0.73949E+02    0.18115E+06    0.71194E+02
  1099    0.11507E+04    0.18820E+02   -0.73402E+02    0.18081E+06    0.70650E+02
  1100    0.11531E+04    0.18566E+02   -0.72833E+02    0.18046E+06    0.70090E+02
  1101    0.11554E+04    0.18315E+02   -0.72246E+02    0.18012E+06    0.69511E+02
  1102    0.11578E+04    0.18067E+02   -0.71640E+02    0.17978E+06    0.68915E+02
  1103    0.11600E+04    0.17823E+02   -0.71018E+02    0.17944E+06    0.68302E+02
  1104    0.11622E+04    0.17583E+02   -0.70378E+02    0.17910E+06    0.67674E+02
  1105    0.11642E+04    0.17345E+02   -0.69721E+02    0.17876E+06    0.67030E+02
  1106    0.11662E+04    0.17110E+02   -0.69048E+02    0.17842E+06    0.66371E+02
  1107    0.11682E+04    0.16879E+02   -0.68359E+02    0.17808E+06    0.65697E+02
  1108    0.11701E+04    0.16651E+02   -0.67654E+02    0.17774E+06    0.65011E+02
  1109    0.11719E+04    0.16425E+02   -0.66934E+02    0.17740E+06    0.64311E+02
  1110    0.11737E+04    0.16205E+02   -0.66199E+02    0.17707E+06    0.63599E+02
  1111    0.11753E+04    0.15989E+02   -0.65449E+02    0.17673E+06    0.62875E+02
  1112    0.11770E+04    0.15776E+02   -0.64686E+02    0.17640E+06    0.62141E+02
  1113    0.11785E+04    0.15567E+02   -0.63908E+02    0.17607E+06    0.61395E+02
  1114    0.11799E+04    0.15362E+02   -0.63117E+02    0.17573E+06    0.60640E+02
  1115    0.11813E+04    0.15162E+02   -0.62314E+02    0.17540E+06    0.59876E+02
  1116    0.11827E+04    0.14965E+02   -0.61499E+02    0.17507E+06    0.59104E+02
  1117    0.11839E+04    0.14773E+02   -0.60671E+02    0.17474E+06    0.58323E+02
  1118    0.11850E+04    0.14586E+02   -0.59831E+02    0.17441E+06    0.57535E+02
  1119    0.11861E+04    0.14402E+02   -0.58980E+02    0.17408E+06    0.56740E+02
  1120    0.11871E+04    0.14223E+02   -0.58118E+02    0.17376E+06    0.55939E+02
  1121    0.11881E+04    0.14049E+02   -0.57245E+02    0.17343E+06    0.55133E+02
  1122    0.11889E+04    0.13878E+02   -0.56363E+02    0.17310E+06    0.54322E+02
  1123    0.11896E+04    0.13714E+02   -0.55471E+02    0.17278E+06    0.53507E+02
  1124    0.11903E+04    0.13552E+02   -0.54570E+02    0.17245E+06    0.52689E+02
  1125    0.11909E+04    0.13396E+02   -0.53660E+02    0.17213E+06    0.51867E+02
  1126    0.11914E+04    0.13244E+02   -0.52742E+02    0.17181E+06    0.51043E+02
  1127    0.11918E+04    0.13097E+02   -0.51816E+02    0.17148E+06    0.50218E+02
  1128    0.11922E+04    0.12955E+02   -0.50883E+02    0.17116E+06    0.49391E+02
  1129    0.11925E+04    0.12819E+02   -0.49942E+02    0.17084E+06    0.48564E+02
  1130    0.11925E+04    0.12686E+02   -0.48995E+02    0.17052E+06    0.47737E+02
  1131    0.11927E+04    0.12559E+02   -0.48043E+02    0.17020E+06    0.46911E+02
  1132    0.11927E+04    0.12436E+02   -0.47085E+02    0.16989E+06    0.46087E+02
  1133    0.11925E+04    0.12320E+02   -0.46121E+02    0.16957E+06    0.45264E+02
  1134    0.11924E+04    0.12207E+02   -0.45153E+02    0.16925E+06    0.44444E+02
  1135    0.11921E+04    0.12099E+02   -0.44180E+02    0.16894E+06    0.43628E+02
  1136    0.11917E+04    0.11997E+02   -0.43205E+02    0.16862E+06    0.42816E+02
  1137    0.11913E+04    0.11900E+02   -0.42224E+02    0.16831E+06    0.42008E+02
  1138    0.11908E+04    0.11808E+02   -0.41241E+02    0.16799E+06    0.41205E+02
  1139    0.11902E+04    0.11721E+02   -0.40255E+02    0.16768E+06    0.40409E+02
  1140    0.11895E+04    0.11639E+02   -0.39268E+02    0.16737E+06    0.39618E+02
  1141    0.11887E+04    0.11561E+02   -0.38278E+02    0.16706E+06    0.38835E+02
  1142    0.11878E+04    0.11490E+02   -0.37288E+02    0.16674E+06    0.38060E+02
  1143    0.11868E+04    0.11423E+02   -0.36297E+02    0.16643E+06    0.37293E+02
  1144    0.11857E+04    0.11361E+02   -0.35306E+02    0.16613E+06    0.36534E+02
  1145    0.11846E+04    0.11305E+02   -0.34314E+02    0.16582E+06    0.35786E+02
  1146    0.11834E+04    0.11253E+02   -0.33323E+02    0.16551E+06    0.35048E+02
  1147    0.11820E+04    0.11208E+02   -0.32333E+02    0.16520E+06    0.34320E+02
  1148    0.11806E+04    0.11166E+02   -0.31345E+02    0.16490E+06    0.33604E+02
  1149    0.11791E+04    0.11130E+02   -0.30358E+02    0.16459E+06    0.32900E+02
  1150    0.11775E+04    0.11099E+02   -0.29374E+02    0.16429E+06    0.32209E+02
  1151    0.11759E+04    0.11074E+02   -0.28392E+02    0.16398E+06    0.31532E+02
  1152    0.11741E+04    0.11053E+02   -0.27414E+02    0.16368E+06    0.30868E+02
  1153    0.11724E+04    0.11038E+02   -0.26439E+02    0.16338E+06    0.30217E+02
  1154    0.11705E+04    0.11028E+02   -0.25467E+02    0.16307E+06    0.29582E+02
  1155    0.11685E+04    0.11023E+02   -0.24500E+02    0.16277E+06    0.28961E+02
  1156    0.11664E+04    0.11022E+02   -0.23538E+02    0.16247E+06    0.28354E+02
  1157    0.11642E+04    0.11026E+02   -0.22581E+02    0.16217E+06    0.27764E+02
  1158    0.11620E+04    0.11036E+02   -0.21630E+02    0.16187E+06    0.27188E+02
  1159    0.11598E+04    0.11051E+02   -0.20684E+02    0.16157E+06    0.26629E+02
  1160    0.11573E+04    0.11071E+02   -0.19746E+02    0.16128E+06    0.26086E+02
  1161    0.11549E+04    0.11095E+02   -0.18813E+02    0.16098E+06    0.25560E+02
  1162    0.11523E+04    0.11125E+02   -0.17889E+02    0.16068E+06    0.25050E+02
  1163    0.11497E+04    0.11159E+02   -0.16972E+02    0.16039E+06    0.24558E+02
  1164    0.11470E+04    0.11199E+02   -0.16063E+02    0.16009E+06    0.24083E+02
  1165    0.11443E+04    0.11243E+02   -0.15162E+02    0.15980E+06    0.23627E+02
  1166    0.11413E+04    0.11292E+02   -0.14270E+02    0.15951E+06    0.23188E+02
  1167    0.11385E+04    0.11345E+02   -0.13387E+02    0.15921E+06    0.22768E+02
  1168    0.11355E+04    0.11404E+02   -0.12513E+02    0.15892E+06    0.22367E+02
  1169    0.11325E+04    0.11466E+02   -0.11650E+02    0.15863E+06    0.21985E+02
  1170    0.11294E+04    0.11534E+02   -0.10796E+02    0.15834E+06    0.21622E+02
  1171    0.11261E+04    0.11606E+02   -0.99538E+01    0.15805E+06    0.21280E+02
  1172    0.11229E+04    0.11683E+02   -0.91221E+01    0.15776E+06    0.20957E+02
  1173    0.11196E+04    0.11764E+02   -0.83012E+01    0.15747E+06    0.20655E+02
  1174    0.11162E+04    0.11848E+02   -0.74922E+01    0.15718E+06    0.20373E+02
  1175    0.11128E+04    0.11937E+02   -0.66950E+01    0.15689E+06    0.20113E+02
  1176    0.11092E+04    0.12031E+02   -0.59105E+01    0.15661E+06    0.19874E+02
  1177    0.11056E+04    0.12130E+02   -0.51381E+01    0.15632E+06    0.19657E+02
  1178    0.11019E+04    0.12231E+02   -0.43786E+01    0.15604E+06    0.19463E+02
  1179    0.10983E+04    0.12339E+02   -0.36321E+01    0.15575E+06    0.19290E+02
  1180    0.10946E+04    0.12450E+02   -0.28989E+01    0.15547E+06    0.19140E+02
  1181    0.10908E+04    0.12564E+02   -0.21794E+01    0.15518E+06    0.19013E+02
  1182    0.10869E+04    0.12682E+02   -0.14739E+01    0.15490E+06    0.18910E+02
  1183    0.10830E+04    0.12804E+02   -0.78249E+00    0.15462E+06    0.18830E+02
  1184    0.10790E+04    0.12930E+02   -0.10557E+00    0.15434E+06    0.18775E+02
  1185    0.10750E+04    0.13060E+02    0.55675E+00    0.15406E+06    0.18743E+02
  1186    0.10709E+04    0.13193E+02    0.12040E+01    0.15378E+06    0.18737E+02
  1187    0.10668E+04    0.13330E+02    0.18362E+01    0.15350E+06    0.18755E+02
  1188    0.10627E+04    0.13470E+02    0.24527E+01    0.15322E+06    0.18798E+02
  1189    0.10584E+04    0.13614E+02    0.30539E+01    0.15294E+06    0.18868E+02
  1190    0.10542E+04    0.13761E+02    0.36390E+01    0.15266E+06    0.18963E+02
  1191    0.10499E+04    0.13911E+02    0.42084E+01    0.15239E+06    0.19084E+02
  1192    0.10456E+04    0.14065E+02    0.47614E+01    0.15211E+06    0.19232E+02
  1193    0.10412E+04    0.14221E+02    0.52982E+01    0.15183E+06    0.19407E+02
  1194    0.10368E+04    0.14381E+02    0.58185E+01    0.15156E+06    0.19609E+02
  1195    0.10324E+04    0.14543E+02    0.63222E+01    0.15128E+06    0.19839E+02
  1196    0.10278E+04    0.14710E+02    0.68087E+01    0.15101E+06    0.20097E+02
  1197    0.10234E+04    0.14878E+02    0.72784E+01    0.15074E+06    0.20383E+02
  1198    0.10188E+04    0.15048E+02    0.77299E+01    0.15047E+06    0.20697E+02
  1199    0.10142E+04    0.15222E+02    0.81653E+01    0.15019E+06    0.21040E+02
  1200    0.10096E+04    0.15398E+02    0.85831E+01    0.14992E+06    0.21413E+02
  1201    0.10050E+04    0.15576E+02    0.89826E+01    0.14965E+06    0.21815E+02
  1202    0.10003E+04    0.15757E+02    0.93652E+01    0.14938E+06    0.22244E+02
  1203    0.99566E+03    0.15941E+02    0.97294E+01    0.14911E+06    0.22701E+02
  1204    0.99093E+03    0.16126E+02    0.10076E+02    0.14884E+06    0.23183E+02
  1205    0.98620E+03    0.16312E+02    0.10404E+02    0.14857E+06    0.23689E+02
  1206    0.98146E+03    0.16502E+02    0.10714E+02    0.14831E+06    0.24218E+02
  1207    0.97679E+03    0.16693E+02    0.11006E+02    0.14804E+06    0.24768E+02
  1208    0.97205E+03    0.16886E+02    0.11280E+02    0.14777E+06    0.25338E+02
  1209    0.96722E+03    0.17081E+02    0.11535E+02    0.14751E+06    0.25927E+02
  1210    0.96247E+03    0.17277E+02    0.11772E+02    0.14724E+06    0.26532E+02
  1211    0.95764E+03    0.17475E+02    0.11990E+02    0.14698E+06    0.27154E+02
  1212    0.95287E+03    0.17674E+02    0.12190E+02    0.14671E+06    0.27790E+02
  1213    0.94803E+03    0.17874E+02    0.12372E+02    0.14645E+06    0.28440E+02
  1214    0.94326E+03    0.18076E+02    0.12534E+02    0.14619E+06    0.29101E+02
  1215    0.93849E+03    0.18279E+02    0.12678E+02    0.14592E+06    0.29773E+02
  1216    0.93371E+03    0.18483E+02    0.12804E+02    0.14566E+06    0.30453E+02
  1217    0.92877E+03    0.18688E+02    0.12911E+02    0.14540E+06    0.31142E+02
  1218    0.92398E+03    0.18894E+02    0.12999E+02    0.14514E+06    0.31836E+02
  1219    0.91912E+03    0.19100E+02    0.13070E+02    0.14488E+06    0.32536E+02
  1220    0.91432E+03    0.19307E+02    0.13121E+02    0.14462E+06    0.33239E+02
  1221    0.90952E+03    0.19514E+02    0.13154E+02    0.14436E+06    0.33945E+02
  1222    0.90471E+03    0.19723E+02    0.13167E+02    0.14411E+06    0.34651E+02
  1223    0.89990E+03    0.19932E+02    0.13164E+02    0.14385E+06    0.35357E+02
  1224    0.89509E+03    0.20140E+02    0.13141E+02    0.14359E+06    0.36061E+02
  1225    0.89034E+03    0.20349E+02    0.13099E+02    0.14333E+06    0.36762E+02
  1226    0.88560E+03    0.20558E+02    0.13040E+02    0.14308E+06    0.37458E+02
  1227    0.88092E+03    0.20767E+02    0.12962E+02    0.14282E+06    0.38148E+02
  1228    0.87616E+03    0.20976E+02    0.12867E+02    0.14257E+06    0.38831E+02
  1229    0.87147E+03    0.21184E+02    0.12752E+02    0.14231E+06    0.39506E+02
  1230    0.86663E+03    0.21392E+02    0.12621E+02    0.14206E+06    0.40170E+02
  1231    0.86193E+03    0.21600E+02    0.12472E+02    0.14181E+06    0.40823E+02
  1232    0.85723E+03    0.21807E+02    0.12305E+02    0.14155E+06    0.41463E+02
  1233    0.85267E+03    0.22015E+02    0.12120E+02    0.14130E+06    0.42089E+02
  1234    0.84804E+03    0.22221E+02    0.11918E+02    0.14105E+06    0.42700E+02
  1235    0.84369E+03    0.22427E+02    0.11699E+02    0.14080E+06    0.43294E+02
  1236    0.83920E+03    0.22631E+02    0.11463E+02    0.14055E+06    0.43869E+02
  1237    0.83469E+03    0.22835E+02    0.11210E+02    0.14030E+06    0.44425E+02
  1238    0.83026E+03    0.23038E+02    0.10939E+02    0.14005E+06    0.44960E+02
  1239    0.82583E+03    0.23239E+02    0.10651E+02    0.13980E+06    0.45473E+02
  1240    0.82139E+03    0.23439E+02    0.10348E+02    0.13955E+06    0.45962E+02
  1241    0.81709E+03    0.23638E+02    0.10028E+02    0.13931E+06    0.46426E+02
  1242    0.81271E+03    0.23836E+02    0.96929E+01    0.13906E+06    0.46864E+02
  1243    0.80841E+03    0.24032E+02    0.93398E+01    0.13881E+06    0.47274E+02
  1244    0.80417E+03    0.24227E+02    0.89725E+01    0.13857E+06    0.47655E+02
  1245    0.80000E+03    0.24421E+02    0.85893E+01    0.13832E+06    0.48005E+02
  1246    0.79583E+03    0.24612E+02    0.81918E+01    0.13808E+06    0.48324E+02
  1247    0.79165E+03    0.24801E+02    0.77785E+01    0.13783E+06    0.48609E+02
  1248    0.78755E+03    0.24989E+02    0.73500E+01    0.13759E+06    0.48860E+02
  1249    0.78351E+03    0.25176E+02    0.69073E+01    0.13735E+06    0.49075E+02
  1250    0.77954E+03    0.25360E+02    0.64500E+01    0.13710E+06    0.49252E+02
  1251    0.77557E+03    0.25541E+02    0.59784E+01    0.13686E+06    0.49392E+02
  1252    0.77174E+03    0.25721E+02    0.54926E+01    0.13662E+06    0.49495E+02
  1253    0.76783E+03    0.25899E+02    0.49933E+01    0.13638E+06    0.49563E+02
  1254    0.76399E+03    0.26073E+02    0.44806E+01    0.13614E+06    0.49598E+02
  1255    0.76022E+03    0.26246E+02    0.39546E+01    0.13590E+06    0.49603E+02
  1256    0.75660E+03    0.26416E+02    0.34158E+01    0.13566E+06    0.49578E+02
  1257    0.75297E+03    0.26584E+02    0.28644E+01    0.13542E+06    0.49528E+02
  1258    0.74934E+03    0.26748E+02    0.23006E+01    0.13518E+06    0.49452E+02
  1259    0.74578E+03    0.26910E+02    0.17249E+01    0.13494E+06    0.49353E+02
  1260    0.74228E+03    0.27069E+02    0.11374E+01    0.13470E+06    0.49234E+02
  1261    0.73886E+03    0.27226E+02    0.53848E+00    0.13447E+06    0.49095E+02
  1262    0.73551E+03    0.27380E+02   -0.71453E-01    0.13423E+06    0.48940E+02
  1263    0.73223E+03    0.27531E+02   -0.69239E+00    0.13399E+06    0.48769E+02
  1264    0.72894E+03    0.27679E+02   -0.13240E+01    0.13376E+06    0.48586E+02
  1265    0.72580E+03    0.27824E+02   -0.19659E+01    0.13352E+06    0.48392E+02
  1266    0.72266E+03    0.27966E+02   -0.26176E+01    0.13329E+06    0.48188E+02
  1267    0.71958E+03    0.28103E+02   -0.32791E+01    0.13306E+06    0.47978E+02
  1268    0.71659E+03    0.28240E+02   -0.39501E+01    0.13282E+06    0.47762E+02
  1269    0.71367E+03    0.28370E+02   -0.46297E+01    0.13259E+06    0.47543E+02
  1270    0.71080E+03    0.28498E+02   -0.53189E+01    0.13236E+06    0.47324E+02
  1271    0.70800E+03    0.28624E+02   -0.60161E+01    0.13212E+06    0.47105E+02
