#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1912    0.22912E+03   -0.95634E+01    0.48213E-05   -0.95634E+01    0.12332E+02   -0.22098E-06    0.48213E-05   -0.22098E-06    0.13257E-08
  1913    0.22857E+03   -0.97861E+01    0.48245E-05   -0.97861E+01    0.12348E+02   -0.22081E-06    0.48245E-05   -0.22081E-06    0.13237E-08
  1914    0.22803E+03   -0.10010E+02    0.48244E-05   -0.10010E+02    0.12363E+02   -0.22052E-06    0.48244E-05   -0.22052E-06    0.13218E-08
  1915    0.22751E+03   -0.10234E+02    0.48210E-05   -0.10234E+02    0.12376E+02   -0.22011E-06    0.48210E-05   -0.22011E-06    0.13199E-08
  1916    0.22701E+03   -0.10458E+02    0.48143E-05   -0.10458E+02    0.12389E+02   -0.21957E-06    0.48143E-05   -0.21957E-06    0.13179E-08
  1917    0.22653E+03   -0.10683E+02    0.48044E-05   -0.10683E+02    0.12398E+02   -0.21890E-06    0.48044E-05   -0.21890E-06    0.13160E-08
  1918    0.22606E+03   -0.10908E+02    0.47912E-05   -0.10908E+02    0.12408E+02   -0.21811E-06    0.47912E-05   -0.21811E-06    0.13141E-08
  1919    0.22561E+03   -0.11133E+02    0.47747E-05   -0.11133E+02    0.12416E+02   -0.21719E-06    0.47747E-05   -0.21719E-06    0.13121E-08
  1920    0.22518E+03   -0.11358E+02    0.47550E-05   -0.11358E+02    0.12422E+02   -0.21614E-06    0.47550E-05   -0.21614E-06    0.13102E-08
  1921    0.22475E+03   -0.11582E+02    0.47320E-05   -0.11582E+02    0.12427E+02   -0.21497E-06    0.47320E-05   -0.21497E-06    0.13083E-08
  1922    0.22436E+03   -0.11807E+02    0.47057E-05   -0.11807E+02    0.12430E+02   -0.21367E-06    0.47057E-05   -0.21367E-06    0.13064E-08
  1923    0.22398E+03   -0.12030E+02    0.46761E-05   -0.12030E+02    0.12432E+02   -0.21225E-06    0.46761E-05   -0.21225E-06    0.13044E-08
  1924    0.22360E+03   -0.12254E+02    0.46433E-05   -0.12254E+02    0.12433E+02   -0.21070E-06    0.46433E-05   -0.21070E-06    0.13025E-08
  1925    0.22326E+03   -0.12477E+02    0.46072E-05   -0.12477E+02    0.12431E+02   -0.20902E-06    0.46072E-05   -0.20902E-06    0.13006E-08
  1926    0.22292E+03   -0.12699E+02    0.45679E-05   -0.12699E+02    0.12429E+02   -0.20721E-06    0.45679E-05   -0.20721E-06    0.12987E-08
  1927    0.22259E+03   -0.12922E+02    0.45253E-05   -0.12922E+02    0.12426E+02   -0.20527E-06    0.45253E-05   -0.20527E-06    0.12968E-08
  1928    0.22230E+03   -0.13141E+02    0.44794E-05   -0.13141E+02    0.12421E+02   -0.20321E-06    0.44794E-05   -0.20321E-06    0.12949E-08
  1929    0.22201E+03   -0.13361E+02    0.44302E-05   -0.13361E+02    0.12415E+02   -0.20102E-06    0.44302E-05   -0.20102E-06    0.12930E-08
  1930    0.22174E+03   -0.13580E+02    0.43777E-05   -0.13580E+02    0.12407E+02   -0.19870E-06    0.43777E-05   -0.19870E-06    0.12911E-08
  1931    0.22149E+03   -0.13797E+02    0.43220E-05   -0.13797E+02    0.12397E+02   -0.19625E-06    0.43220E-05   -0.19625E-06    0.12892E-08
  1932    0.22125E+03   -0.14013E+02    0.42630E-05   -0.14013E+02    0.12386E+02   -0.19368E-06    0.42630E-05   -0.19368E-06    0.12874E-08
  1933    0.22103E+03   -0.14228E+02    0.42008E-05   -0.14228E+02    0.12374E+02   -0.19097E-06    0.42008E-05   -0.19097E-06    0.12855E-08
  1934    0.22082E+03   -0.14442E+02    0.41353E-05   -0.14442E+02    0.12361E+02   -0.18814E-06    0.41353E-05   -0.18814E-06    0.12836E-08
  1935    0.22063E+03   -0.14654E+02    0.40665E-05   -0.14654E+02    0.12345E+02   -0.18518E-06    0.40665E-05   -0.18518E-06    0.12817E-08
  1936    0.22045E+03   -0.14864E+02    0.39944E-05   -0.14864E+02    0.12330E+02   -0.18209E-06    0.39944E-05   -0.18209E-06    0.12798E-08
