#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1079    0.11690E+04   -0.85302E+02    0.52210E-06   -0.85302E+02    0.25305E+02    0.45647E-06    0.52210E-06    0.45647E-06    0.52167E-08
  1080    0.11724E+04   -0.85105E+02    0.51005E-06   -0.85105E+02    0.24994E+02    0.45178E-06    0.51005E-06    0.45178E-06    0.52066E-08
  1081    0.11756E+04   -0.84877E+02    0.49829E-06   -0.84877E+02    0.24686E+02    0.44707E-06    0.49829E-06    0.44707E-06    0.51965E-08
  1082    0.11788E+04   -0.84627E+02    0.48683E-06   -0.84627E+02    0.24380E+02    0.44233E-06    0.48683E-06    0.44233E-06    0.51864E-08
  1083    0.11821E+04   -0.84354E+02    0.47565E-06   -0.84354E+02    0.24073E+02    0.43756E-06    0.47565E-06    0.43756E-06    0.51763E-08
  1084    0.11853E+04   -0.84058E+02    0.46478E-06   -0.84058E+02    0.23770E+02    0.43277E-06    0.46478E-06    0.43277E-06    0.51663E-08
  1085    0.11884E+04   -0.83732E+02    0.45419E-06   -0.83732E+02    0.23467E+02    0.42795E-06    0.45419E-06    0.42795E-06    0.51563E-08
  1086    0.11916E+04   -0.83397E+02    0.44390E-06   -0.83397E+02    0.23167E+02    0.42311E-06    0.44390E-06    0.42311E-06    0.51463E-08
  1087    0.11947E+04   -0.83018E+02    0.43390E-06   -0.83018E+02    0.22870E+02    0.41825E-06    0.43390E-06    0.41825E-06    0.51364E-08
  1088    0.11977E+04   -0.82630E+02    0.42418E-06   -0.82630E+02    0.22572E+02    0.41336E-06    0.42418E-06    0.41336E-06    0.51264E-08
  1089    0.12007E+04   -0.82213E+02    0.41476E-06   -0.82213E+02    0.22278E+02    0.40846E-06    0.41476E-06    0.40846E-06    0.51165E-08
  1090    0.12036E+04   -0.81787E+02    0.40563E-06   -0.81787E+02    0.21986E+02    0.40353E-06    0.40563E-06    0.40353E-06    0.51066E-08
  1091    0.12065E+04   -0.81324E+02    0.39679E-06   -0.81324E+02    0.21696E+02    0.39858E-06    0.39679E-06    0.39858E-06    0.50968E-08
  1092    0.12094E+04   -0.80845E+02    0.38823E-06   -0.80845E+02    0.21409E+02    0.39361E-06    0.38823E-06    0.39361E-06    0.50870E-08
  1093    0.12122E+04   -0.80343E+02    0.37996E-06   -0.80343E+02    0.21125E+02    0.38862E-06    0.37996E-06    0.38862E-06    0.50771E-08
  1094    0.12148E+04   -0.79826E+02    0.37198E-06   -0.79826E+02    0.20842E+02    0.38361E-06    0.37198E-06    0.38361E-06    0.50674E-08
  1095    0.12176E+04   -0.79294E+02    0.36429E-06   -0.79294E+02    0.20564E+02    0.37859E-06    0.36429E-06    0.37859E-06    0.50576E-08
  1096    0.12202E+04   -0.78731E+02    0.35688E-06   -0.78731E+02    0.20287E+02    0.37355E-06    0.35688E-06    0.37355E-06    0.50479E-08
  1097    0.12228E+04   -0.78146E+02    0.34975E-06   -0.78146E+02    0.20014E+02    0.36849E-06    0.34975E-06    0.36849E-06    0.50382E-08
  1098    0.12253E+04   -0.77545E+02    0.34291E-06   -0.77545E+02    0.19744E+02    0.36342E-06    0.34291E-06    0.36342E-06    0.50285E-08
  1099    0.12278E+04   -0.76929E+02    0.33636E-06   -0.76929E+02    0.19478E+02    0.35833E-06    0.33636E-06    0.35833E-06    0.50188E-08
  1100    0.12302E+04   -0.76290E+02    0.33009E-06   -0.76290E+02    0.19215E+02    0.35323E-06    0.33009E-06    0.35323E-06    0.50092E-08
  1101    0.12325E+04   -0.75633E+02    0.32410E-06   -0.75633E+02    0.18955E+02    0.34811E-06    0.32410E-06    0.34811E-06    0.49996E-08
  1102    0.12349E+04   -0.74957E+02    0.31838E-06   -0.74957E+02    0.18698E+02    0.34299E-06    0.31838E-06    0.34299E-06    0.49900E-08
  1103    0.12370E+04   -0.74264E+02    0.31295E-06   -0.74264E+02    0.18446E+02    0.33785E-06    0.31295E-06    0.33785E-06    0.49804E-08
  1104    0.12392E+04   -0.73552E+02    0.30779E-06   -0.73552E+02    0.18198E+02    0.33269E-06    0.30779E-06    0.33269E-06    0.49709E-08
  1105    0.12412E+04   -0.72825E+02    0.30291E-06   -0.72825E+02    0.17952E+02    0.32753E-06    0.30291E-06    0.32753E-06    0.49613E-08
  1106    0.12432E+04   -0.72079E+02    0.29829E-06   -0.72079E+02    0.17710E+02    0.32236E-06    0.29829E-06    0.32236E-06    0.49518E-08
  1107    0.12452E+04   -0.71318E+02    0.29395E-06   -0.71318E+02    0.17473E+02    0.31718E-06    0.29395E-06    0.31718E-06    0.49424E-08
  1108    0.12470E+04   -0.70542E+02    0.28987E-06   -0.70542E+02    0.17239E+02    0.31198E-06    0.28987E-06    0.31198E-06    0.49329E-08
  1109    0.12487E+04   -0.69749E+02    0.28605E-06   -0.69749E+02    0.17006E+02    0.30678E-06    0.28605E-06    0.30678E-06    0.49235E-08
  1110    0.12504E+04   -0.68942E+02    0.28249E-06   -0.68942E+02    0.16781E+02    0.30157E-06    0.28249E-06    0.30157E-06    0.49141E-08
  1111    0.12520E+04   -0.68120E+02    0.27919E-06   -0.68120E+02    0.16560E+02    0.29635E-06    0.27919E-06    0.29635E-06    0.49047E-08
  1112    0.12536E+04   -0.67285E+02    0.27615E-06   -0.67285E+02    0.16342E+02    0.29113E-06    0.27615E-06    0.29113E-06    0.48954E-08
  1113    0.12550E+04   -0.66434E+02    0.27335E-06   -0.66434E+02    0.16130E+02    0.28590E-06    0.27335E-06    0.28590E-06    0.48860E-08
  1114    0.12563E+04   -0.65571E+02    0.27081E-06   -0.65571E+02    0.15920E+02    0.28066E-06    0.27081E-06    0.28066E-06    0.48767E-08
  1115    0.12576E+04   -0.64696E+02    0.26852E-06   -0.64696E+02    0.15716E+02    0.27542E-06    0.26852E-06    0.27542E-06    0.48674E-08
  1116    0.12589E+04   -0.63808E+02    0.26648E-06   -0.63808E+02    0.15517E+02    0.27017E-06    0.26648E-06    0.27017E-06    0.48582E-08
  1117    0.12600E+04   -0.62909E+02    0.26467E-06   -0.62909E+02    0.15322E+02    0.26492E-06    0.26467E-06    0.26492E-06    0.48489E-08
  1118    0.12610E+04   -0.61997E+02    0.26311E-06   -0.61997E+02    0.15132E+02    0.25967E-06    0.26311E-06    0.25967E-06    0.48397E-08
  1119    0.12620E+04   -0.61074E+02    0.26179E-06   -0.61074E+02    0.14946E+02    0.25441E-06    0.26179E-06    0.25441E-06    0.48305E-08
  1120    0.12629E+04   -0.60141E+02    0.26070E-06   -0.60141E+02    0.14766E+02    0.24915E-06    0.26070E-06    0.24915E-06    0.48213E-08
  1121    0.12637E+04   -0.59197E+02    0.25985E-06   -0.59197E+02    0.14590E+02    0.24389E-06    0.25985E-06    0.24389E-06    0.48122E-08
  1122    0.12644E+04   -0.58244E+02    0.25923E-06   -0.58244E+02    0.14419E+02    0.23863E-06    0.25923E-06    0.23863E-06    0.48031E-08
  1123    0.12649E+04   -0.57282E+02    0.25883E-06   -0.57282E+02    0.14253E+02    0.23336E-06    0.25883E-06    0.23336E-06    0.47939E-08
  1124    0.12655E+04   -0.56311E+02    0.25867E-06   -0.56311E+02    0.14092E+02    0.22810E-06    0.25867E-06    0.22810E-06    0.47849E-08
  1125    0.12659E+04   -0.55331E+02    0.25872E-06   -0.55331E+02    0.13936E+02    0.22284E-06    0.25872E-06    0.22284E-06    0.47758E-08
  1126    0.12662E+04   -0.54344E+02    0.25900E-06   -0.54344E+02    0.13785E+02    0.21757E-06    0.25900E-06    0.21757E-06    0.47668E-08
  1127    0.12665E+04   -0.53349E+02    0.25950E-06   -0.53349E+02    0.13639E+02    0.21231E-06    0.25950E-06    0.21231E-06    0.47577E-08
  1128    0.12667E+04   -0.52348E+02    0.26021E-06   -0.52348E+02    0.13498E+02    0.20705E-06    0.26021E-06    0.20705E-06    0.47488E-08
  1129    0.12668E+04   -0.51339E+02    0.26114E-06   -0.51339E+02    0.13363E+02    0.20180E-06    0.26114E-06    0.20180E-06    0.47398E-08
  1130    0.12666E+04   -0.50325E+02    0.26228E-06   -0.50325E+02    0.13233E+02    0.19655E-06    0.26228E-06    0.19655E-06    0.47308E-08
  1131    0.12666E+04   -0.49307E+02    0.26363E-06   -0.49307E+02    0.13108E+02    0.19130E-06    0.26363E-06    0.19130E-06    0.47219E-08
  1132    0.12664E+04   -0.48282E+02    0.26518E-06   -0.48282E+02    0.12988E+02    0.18605E-06    0.26518E-06    0.18605E-06    0.47130E-08
  1133    0.12660E+04   -0.47254E+02    0.26694E-06   -0.47254E+02    0.12875E+02    0.18082E-06    0.26694E-06    0.18082E-06    0.47041E-08
  1134    0.12657E+04   -0.46221E+02    0.26891E-06   -0.46221E+02    0.12765E+02    0.17558E-06    0.26891E-06    0.17558E-06    0.46952E-08
  1135    0.12652E+04   -0.45184E+02    0.27107E-06   -0.45184E+02    0.12662E+02    0.17036E-06    0.27107E-06    0.17036E-06    0.46864E-08
  1136    0.12646E+04   -0.44145E+02    0.27343E-06   -0.44145E+02    0.12564E+02    0.16514E-06    0.27343E-06    0.16514E-06    0.46776E-08
  1137    0.12639E+04   -0.43102E+02    0.27598E-06   -0.43102E+02    0.12471E+02    0.15992E-06    0.27598E-06    0.15992E-06    0.46688E-08
  1138    0.12632E+04   -0.42059E+02    0.27872E-06   -0.42059E+02    0.12384E+02    0.15472E-06    0.27872E-06    0.15472E-06    0.46600E-08
  1139    0.12624E+04   -0.41012E+02    0.28166E-06   -0.41012E+02    0.12302E+02    0.14952E-06    0.28166E-06    0.14952E-06    0.46513E-08
  1140    0.12614E+04   -0.39965E+02    0.28478E-06   -0.39965E+02    0.12226E+02    0.14434E-06    0.28478E-06    0.14434E-06    0.46425E-08
  1141    0.12603E+04   -0.38917E+02    0.28809E-06   -0.38917E+02    0.12154E+02    0.13916E-06    0.28809E-06    0.13916E-06    0.46338E-08
  1142    0.12592E+04   -0.37868E+02    0.29158E-06   -0.37868E+02    0.12089E+02    0.13399E-06    0.29158E-06    0.13399E-06    0.46251E-08
  1143    0.12580E+04   -0.36821E+02    0.29525E-06   -0.36821E+02    0.12029E+02    0.12884E-06    0.29525E-06    0.12884E-06    0.46164E-08
  1144    0.12566E+04   -0.35774E+02    0.29909E-06   -0.35774E+02    0.11974E+02    0.12369E-06    0.29909E-06    0.12369E-06    0.46078E-08
  1145    0.12553E+04   -0.34727E+02    0.30311E-06   -0.34727E+02    0.11925E+02    0.11856E-06    0.30311E-06    0.11856E-06    0.45992E-08
  1146    0.12538E+04   -0.33683E+02    0.30731E-06   -0.33683E+02    0.11882E+02    0.11344E-06    0.30731E-06    0.11344E-06    0.45906E-08
  1147    0.12522E+04   -0.32640E+02    0.31167E-06   -0.32640E+02    0.11844E+02    0.10833E-06    0.31167E-06    0.10833E-06    0.45820E-08
  1148    0.12504E+04   -0.31600E+02    0.31620E-06   -0.31600E+02    0.11811E+02    0.10324E-06    0.31620E-06    0.10324E-06    0.45734E-08
  1149    0.12487E+04   -0.30564E+02    0.32090E-06   -0.30564E+02    0.11784E+02    0.98163E-07    0.32090E-06    0.98163E-07    0.45649E-08
  1150    0.12468E+04   -0.29531E+02    0.32576E-06   -0.29531E+02    0.11762E+02    0.93099E-07    0.32576E-06    0.93099E-07    0.45563E-08
  1151    0.12449E+04   -0.28501E+02    0.33078E-06   -0.28501E+02    0.11746E+02    0.88051E-07    0.33078E-06    0.88051E-07    0.45478E-08
  1152    0.12428E+04   -0.27477E+02    0.33596E-06   -0.27477E+02    0.11735E+02    0.83019E-07    0.33596E-06    0.83019E-07    0.45394E-08
  1153    0.12408E+04   -0.26457E+02    0.34130E-06   -0.26457E+02    0.11730E+02    0.78002E-07    0.34130E-06    0.78002E-07    0.45309E-08
  1154    0.12386E+04   -0.25441E+02    0.34681E-06   -0.25441E+02    0.11730E+02    0.73001E-07    0.34681E-06    0.73001E-07    0.45225E-08
  1155    0.12363E+04   -0.24432E+02    0.35248E-06   -0.24432E+02    0.11736E+02    0.68015E-07    0.35248E-06    0.68015E-07    0.45140E-08
  1156    0.12339E+04   -0.23429E+02    0.35831E-06   -0.23429E+02    0.11746E+02    0.63046E-07    0.35831E-06    0.63046E-07    0.45056E-08
  1157    0.12314E+04   -0.22431E+02    0.36430E-06   -0.22431E+02    0.11761E+02    0.58092E-07    0.36430E-06    0.58092E-07    0.44973E-08
  1158    0.12289E+04   -0.21441E+02    0.37045E-06   -0.21441E+02    0.11783E+02    0.53155E-07    0.37045E-06    0.53155E-07    0.44889E-08
  1159    0.12263E+04   -0.20458E+02    0.37677E-06   -0.20458E+02    0.11809E+02    0.48233E-07    0.37677E-06    0.48233E-07    0.44805E-08
  1160    0.12235E+04   -0.19484E+02    0.38326E-06   -0.19484E+02    0.11841E+02    0.43328E-07    0.38326E-06    0.43328E-07    0.44722E-08
  1161    0.12208E+04   -0.18517E+02    0.38991E-06   -0.18517E+02    0.11878E+02    0.38438E-07    0.38991E-06    0.38438E-07    0.44639E-08
  1162    0.12179E+04   -0.17559E+02    0.39673E-06   -0.17559E+02    0.11920E+02    0.33566E-07    0.39673E-06    0.33566E-07    0.44556E-08
  1163    0.12150E+04   -0.16610E+02    0.40371E-06   -0.16610E+02    0.11968E+02    0.28709E-07    0.40371E-06    0.28709E-07    0.44474E-08
  1164    0.12120E+04   -0.15670E+02    0.41085E-06   -0.15670E+02    0.12021E+02    0.23869E-07    0.41085E-06    0.23869E-07    0.44391E-08
  1165    0.12089E+04   -0.14740E+02    0.41817E-06   -0.14740E+02    0.12078E+02    0.19045E-07    0.41817E-06    0.19045E-07    0.44309E-08
  1166    0.12056E+04   -0.13819E+02    0.42565E-06   -0.13819E+02    0.12141E+02    0.14238E-07    0.42565E-06    0.14238E-07    0.44227E-08
  1167    0.12024E+04   -0.12910E+02    0.43330E-06   -0.12910E+02    0.12208E+02    0.94476E-08    0.43330E-06    0.94476E-08    0.44145E-08
  1168    0.11991E+04   -0.12010E+02    0.44112E-06   -0.12010E+02    0.12280E+02    0.46738E-08    0.44112E-06    0.46738E-08    0.44064E-08
  1169    0.11957E+04   -0.11124E+02    0.44911E-06   -0.11124E+02    0.12357E+02   -0.83213E-10    0.44911E-06   -0.83213E-10    0.43982E-08
  1170    0.11923E+04   -0.10247E+02    0.45726E-06   -0.10247E+02    0.12439E+02   -0.48234E-08    0.45726E-06   -0.48234E-08    0.43901E-08
  1171    0.11888E+04   -0.93833E+01    0.46559E-06   -0.93833E+01    0.12526E+02   -0.95467E-08    0.46559E-06   -0.95467E-08    0.43820E-08
  1172    0.11852E+04   -0.85316E+01    0.47409E-06   -0.85316E+01    0.12617E+02   -0.14253E-07    0.47409E-06   -0.14253E-07    0.43739E-08
  1173    0.11815E+04   -0.76921E+01    0.48275E-06   -0.76921E+01    0.12713E+02   -0.18942E-07    0.48275E-06   -0.18942E-07    0.43659E-08
  1174    0.11778E+04   -0.68659E+01    0.49159E-06   -0.68659E+01    0.12813E+02   -0.23615E-07    0.49159E-06   -0.23615E-07    0.43578E-08
  1175    0.11740E+04   -0.60529E+01    0.50060E-06   -0.60529E+01    0.12917E+02   -0.28270E-07    0.50060E-06   -0.28270E-07    0.43498E-08
  1176    0.11701E+04   -0.52539E+01    0.50978E-06   -0.52539E+01    0.13026E+02   -0.32907E-07    0.50978E-06   -0.32907E-07    0.43418E-08
  1177    0.11662E+04   -0.44684E+01    0.51914E-06   -0.44684E+01    0.13140E+02   -0.37528E-07    0.51914E-06   -0.37528E-07    0.43338E-08
  1178    0.11621E+04   -0.36972E+01    0.52867E-06   -0.36972E+01    0.13258E+02   -0.42131E-07    0.52867E-06   -0.42131E-07    0.43258E-08
  1179    0.11582E+04   -0.29404E+01    0.53837E-06   -0.29404E+01    0.13381E+02   -0.46717E-07    0.53837E-06   -0.46717E-07    0.43179E-08
  1180    0.11541E+04   -0.21983E+01    0.54824E-06   -0.21983E+01    0.13508E+02   -0.51285E-07    0.54824E-06   -0.51285E-07    0.43100E-08
  1181    0.11500E+04   -0.14714E+01    0.55829E-06   -0.14714E+01    0.13638E+02   -0.55835E-07    0.55829E-06   -0.55835E-07    0.43020E-08
  1182    0.11457E+04   -0.75977E+00    0.56852E-06   -0.75977E+00    0.13773E+02   -0.60368E-07    0.56852E-06   -0.60368E-07    0.42942E-08
  1183    0.11415E+04   -0.63699E-01    0.57892E-06   -0.63699E-01    0.13911E+02   -0.64883E-07    0.57892E-06   -0.64883E-07    0.42863E-08
  1184    0.11371E+04    0.61644E+00    0.58949E-06    0.61644E+00    0.14053E+02   -0.69380E-07    0.58949E-06   -0.69380E-07    0.42784E-08
  1185    0.11328E+04    0.12806E+01    0.60024E-06    0.12806E+01    0.14199E+02   -0.73860E-07    0.60024E-06   -0.73860E-07    0.42706E-08
  1186    0.11284E+04    0.19282E+01    0.61117E-06    0.19282E+01    0.14349E+02   -0.78321E-07    0.61117E-06   -0.78321E-07    0.42628E-08
  1187    0.11239E+04    0.25592E+01    0.62228E-06    0.25592E+01    0.14503E+02   -0.82765E-07    0.62228E-06   -0.82765E-07    0.42550E-08
  1188    0.11195E+04    0.31733E+01    0.63356E-06    0.31733E+01    0.14659E+02   -0.87190E-07    0.63356E-06   -0.87190E-07    0.42472E-08
  1189    0.11149E+04    0.37704E+01    0.64502E-06    0.37704E+01    0.14820E+02   -0.91597E-07    0.64502E-06   -0.91597E-07    0.42394E-08
  1190    0.11103E+04    0.43502E+01    0.65666E-06    0.43502E+01    0.14983E+02   -0.95986E-07    0.65666E-06   -0.95986E-07    0.42317E-08
  1191    0.11057E+04    0.49127E+01    0.66848E-06    0.49127E+01    0.15150E+02   -0.10036E-06    0.66848E-06   -0.10036E-06    0.42240E-08
  1192    0.11010E+04    0.54574E+01    0.68048E-06    0.54574E+01    0.15321E+02   -0.10471E-06    0.68048E-06   -0.10471E-06    0.42163E-08
  1193    0.10963E+04    0.59843E+01    0.69266E-06    0.59843E+01    0.15494E+02   -0.10904E-06    0.69266E-06   -0.10904E-06    0.42086E-08
  1194    0.10916E+04    0.64934E+01    0.70502E-06    0.64934E+01    0.15670E+02   -0.11336E-06    0.70502E-06   -0.11336E-06    0.42009E-08
  1195    0.10868E+04    0.69843E+01    0.71756E-06    0.69843E+01    0.15850E+02   -0.11766E-06    0.71756E-06   -0.11766E-06    0.41932E-08
  1196    0.10820E+04    0.74566E+01    0.73028E-06    0.74566E+01    0.16033E+02   -0.12193E-06    0.73028E-06   -0.12193E-06    0.41856E-08
  1197    0.10772E+04    0.79106E+01    0.74319E-06    0.79106E+01    0.16217E+02   -0.12619E-06    0.74319E-06   -0.12619E-06    0.41780E-08
  1198    0.10723E+04    0.83448E+01    0.75627E-06    0.83448E+01    0.16405E+02   -0.13043E-06    0.75627E-06   -0.13043E-06    0.41704E-08
  1199    0.10674E+04    0.87615E+01    0.76954E-06    0.87615E+01    0.16595E+02   -0.13466E-06    0.76954E-06   -0.13466E-06    0.41628E-08
  1200    0.10625E+04    0.91591E+01    0.78300E-06    0.91591E+01    0.16788E+02   -0.13886E-06    0.78300E-06   -0.13886E-06    0.41553E-08
  1201    0.10576E+04    0.95368E+01    0.79663E-06    0.95368E+01    0.16982E+02   -0.14304E-06    0.79663E-06   -0.14304E-06    0.41477E-08
  1202    0.10525E+04    0.98962E+01    0.81043E-06    0.98962E+01    0.17181E+02   -0.14721E-06    0.81043E-06   -0.14721E-06    0.41402E-08
  1203    0.10476E+04    0.10236E+02    0.82437E-06    0.10236E+02    0.17381E+02   -0.15135E-06    0.82437E-06   -0.15135E-06    0.41327E-08
  1204    0.10426E+04    0.10556E+02    0.83845E-06    0.10556E+02    0.17583E+02   -0.15547E-06    0.83845E-06   -0.15547E-06    0.41252E-08
  1205    0.10375E+04    0.10857E+02    0.85263E-06    0.10857E+02    0.17785E+02   -0.15957E-06    0.85263E-06   -0.15957E-06    0.41177E-08
  1206    0.10325E+04    0.11138E+02    0.86691E-06    0.11138E+02    0.17991E+02   -0.16365E-06    0.86691E-06   -0.16365E-06    0.41103E-08
  1207    0.10275E+04    0.11399E+02    0.88125E-06    0.11399E+02    0.18199E+02   -0.16770E-06    0.88125E-06   -0.16770E-06    0.41028E-08
  1208    0.10225E+04    0.11642E+02    0.89565E-06    0.11642E+02    0.18408E+02   -0.17172E-06    0.89565E-06   -0.17172E-06    0.40954E-08
  1209    0.10174E+04    0.11865E+02    0.91009E-06    0.11865E+02    0.18619E+02   -0.17572E-06    0.91009E-06   -0.17572E-06    0.40880E-08
  1210    0.10123E+04    0.12067E+02    0.92454E-06    0.12067E+02    0.18831E+02   -0.17969E-06    0.92454E-06   -0.17969E-06    0.40806E-08
  1211    0.10072E+04    0.12249E+02    0.93900E-06    0.12249E+02    0.19045E+02   -0.18363E-06    0.93900E-06   -0.18363E-06    0.40732E-08
  1212    0.10022E+04    0.12412E+02    0.95343E-06    0.12412E+02    0.19260E+02   -0.18755E-06    0.95343E-06   -0.18755E-06    0.40659E-08
  1213    0.99708E+03    0.12557E+02    0.96782E-06    0.12557E+02    0.19475E+02   -0.19143E-06    0.96782E-06   -0.19143E-06    0.40585E-08
  1214    0.99204E+03    0.12680E+02    0.98216E-06    0.12680E+02    0.19693E+02   -0.19528E-06    0.98216E-06   -0.19528E-06    0.40512E-08
  1215    0.98700E+03    0.12784E+02    0.99642E-06    0.12784E+02    0.19911E+02   -0.19910E-06    0.99642E-06   -0.19910E-06    0.40439E-08
  1216    0.98196E+03    0.12868E+02    0.10106E-05    0.12868E+02    0.20131E+02   -0.20289E-06    0.10106E-05   -0.20289E-06    0.40366E-08
  1217    0.97677E+03    0.12933E+02    0.10246E-05    0.12933E+02    0.20351E+02   -0.20665E-06    0.10246E-05   -0.20665E-06    0.40294E-08
  1218    0.97173E+03    0.12977E+02    0.10386E-05    0.12977E+02    0.20573E+02   -0.21036E-06    0.10386E-05   -0.21036E-06    0.40221E-08
  1219    0.96661E+03    0.13003E+02    0.10523E-05    0.13003E+02    0.20794E+02   -0.21405E-06    0.10523E-05   -0.21405E-06    0.40149E-08
  1220    0.96157E+03    0.13009E+02    0.10659E-05    0.13009E+02    0.21015E+02   -0.21769E-06    0.10659E-05   -0.21769E-06    0.40077E-08
  1221    0.95653E+03    0.12995E+02    0.10794E-05    0.12995E+02    0.21237E+02   -0.22130E-06    0.10794E-05   -0.22130E-06    0.40005E-08
  1222    0.95149E+03    0.12961E+02    0.10926E-05    0.12961E+02    0.21460E+02   -0.22487E-06    0.10926E-05   -0.22487E-06    0.39933E-08
  1223    0.94645E+03    0.12909E+02    0.11056E-05    0.12909E+02    0.21683E+02   -0.22841E-06    0.11056E-05   -0.22841E-06    0.39861E-08
  1224    0.94141E+03    0.12836E+02    0.11183E-05    0.12836E+02    0.21905E+02   -0.23190E-06    0.11183E-05   -0.23190E-06    0.39790E-08
  1225    0.93644E+03    0.12744E+02    0.11308E-05    0.12744E+02    0.22128E+02   -0.23535E-06    0.11308E-05   -0.23535E-06    0.39718E-08
  1226    0.93148E+03    0.12634E+02    0.11430E-05    0.12634E+02    0.22351E+02   -0.23875E-06    0.11430E-05   -0.23875E-06    0.39647E-08
  1227    0.92658E+03    0.12504E+02    0.11549E-05    0.12504E+02    0.22573E+02   -0.24212E-06    0.11549E-05   -0.24212E-06    0.39576E-08
  1228    0.92162E+03    0.12355E+02    0.11665E-05    0.12355E+02    0.22795E+02   -0.24544E-06    0.11665E-05   -0.24544E-06    0.39505E-08
  1229    0.91673E+03    0.12187E+02    0.11777E-05    0.12187E+02    0.23017E+02   -0.24871E-06    0.11777E-05   -0.24871E-06    0.39435E-08
  1230    0.91169E+03    0.12001E+02    0.11886E-05    0.12001E+02    0.23238E+02   -0.25194E-06    0.11886E-05   -0.25194E-06    0.39364E-08
  1231    0.90680E+03    0.11796E+02    0.11992E-05    0.11796E+02    0.23459E+02   -0.25513E-06    0.11992E-05   -0.25513E-06    0.39294E-08
  1232    0.90191E+03    0.11574E+02    0.12093E-05    0.11574E+02    0.23678E+02   -0.25826E-06    0.12093E-05   -0.25826E-06    0.39224E-08
  1233    0.89717E+03    0.11331E+02    0.12190E-05    0.11331E+02    0.23898E+02   -0.26135E-06    0.12190E-05   -0.26135E-06    0.39154E-08
  1234    0.89235E+03    0.11072E+02    0.12283E-05    0.11072E+02    0.24116E+02   -0.26438E-06    0.12283E-05   -0.26438E-06    0.39084E-08
  1235    0.88784E+03    0.10795E+02    0.12372E-05    0.10795E+02    0.24333E+02   -0.26737E-06    0.12372E-05   -0.26737E-06    0.39014E-08
  1236    0.88317E+03    0.10500E+02    0.12456E-05    0.10500E+02    0.24549E+02   -0.27030E-06    0.12456E-05   -0.27030E-06    0.38945E-08
  1237    0.87851E+03    0.10187E+02    0.12535E-05    0.10187E+02    0.24764E+02   -0.27318E-06    0.12535E-05   -0.27318E-06    0.38875E-08
  1238    0.87392E+03    0.98562E+01    0.12609E-05    0.98562E+01    0.24977E+02   -0.27601E-06    0.12609E-05   -0.27601E-06    0.38806E-08
  1239    0.86934E+03    0.95079E+01    0.12678E-05    0.95079E+01    0.25189E+02   -0.27879E-06    0.12678E-05   -0.27879E-06    0.38737E-08
  1240    0.86475E+03    0.91436E+01    0.12741E-05    0.91436E+01    0.25400E+02   -0.28151E-06    0.12741E-05   -0.28151E-06    0.38668E-08
  1241    0.86031E+03    0.87617E+01    0.12799E-05    0.87617E+01    0.25608E+02   -0.28417E-06    0.12799E-05   -0.28417E-06    0.38599E-08
  1242    0.85580E+03    0.83645E+01    0.12851E-05    0.83645E+01    0.25817E+02   -0.28678E-06    0.12851E-05   -0.28678E-06    0.38531E-08
  1243    0.85137E+03    0.79488E+01    0.12897E-05    0.79488E+01    0.26022E+02   -0.28932E-06    0.12897E-05   -0.28932E-06    0.38462E-08
  1244    0.84701E+03    0.75184E+01    0.12937E-05    0.75184E+01    0.26226E+02   -0.29181E-06    0.12937E-05   -0.29181E-06    0.38394E-08
  1245    0.84273E+03    0.70716E+01    0.12971E-05    0.70716E+01    0.26429E+02   -0.29424E-06    0.12971E-05   -0.29424E-06    0.38326E-08
  1246    0.83844E+03    0.66102E+01    0.12998E-05    0.66102E+01    0.26628E+02   -0.29661E-06    0.12998E-05   -0.29661E-06    0.38258E-08
  1247    0.83416E+03    0.61326E+01    0.13019E-05    0.61326E+01    0.26826E+02   -0.29892E-06    0.13019E-05   -0.29892E-06    0.38190E-08
  1248    0.82996E+03    0.56395E+01    0.13032E-05    0.56395E+01    0.27021E+02   -0.30116E-06    0.13032E-05   -0.30116E-06    0.38122E-08
  1249    0.82583E+03    0.51318E+01    0.13039E-05    0.51318E+01    0.27216E+02   -0.30334E-06    0.13039E-05   -0.30334E-06    0.38055E-08
  1250    0.82177E+03    0.46093E+01    0.13038E-05    0.46093E+01    0.27407E+02   -0.30546E-06    0.13038E-05   -0.30546E-06    0.37987E-08
  1251    0.81772E+03    0.40722E+01    0.13030E-05    0.40722E+01    0.27595E+02   -0.30751E-06    0.13030E-05   -0.30751E-06    0.37920E-08
  1252    0.81382E+03    0.35206E+01    0.13015E-05    0.35206E+01    0.27782E+02   -0.30949E-06    0.13015E-05   -0.30949E-06    0.37853E-08
  1253    0.80985E+03    0.29554E+01    0.12993E-05    0.29554E+01    0.27965E+02   -0.31142E-06    0.12993E-05   -0.31142E-06    0.37786E-08
  1254    0.80595E+03    0.23765E+01    0.12965E-05    0.23765E+01    0.28146E+02   -0.31328E-06    0.12965E-05   -0.31328E-06    0.37720E-08
  1255    0.80212E+03    0.17842E+01    0.12930E-05    0.17842E+01    0.28324E+02   -0.31507E-06    0.12930E-05   -0.31507E-06    0.37653E-08
  1256    0.79845E+03    0.11790E+01    0.12890E-05    0.11790E+01    0.28499E+02   -0.31681E-06    0.12890E-05   -0.31681E-06    0.37586E-08
